City,name,address,latitude,longitude,category,closed,avg_rating,num_of_reviews
MIMS,Subway,"Subway, 4790 N US Hwy 1, Mims, FL 32754",28.734375,-80.875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,34
FORT MC COY,Subway,"Subway, 14780 NE Hwy 315, Fort McCoy, FL 32134",29.359375,-81.9375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,53
DELRAY BEACH,Subway,"Subway, 15280 Jog Rd, Delray Beach, FL 33484",26.453125,-80.125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,52
MIAMI,Krispy Krunchy Chicken,"Krispy Krunchy Chicken, 12039 SW 132nd Ct #6, Miami, FL 33186",25.65625,-80.4375,Fast food restaurant,0,3,18
SAINT JOHNS,Dunkin',"Dunkin', 230 Bartram Market Dr, St Johns, FL 32259",30.09375,-81.5,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopFast food restaurantTakeout Restaurant,0,3,38
PORT ORANGE,BJ's Bakery,"BJ's Bakery, 1800 Dunlawton Ave, Port Orange, FL 32127",29.109375,-81.0,Bakery,0,4,18
ORLANDO,The Wing Experience,"The Wing Experience, Located in Smokey Bones, 3400 E Colonial Dr, Orlando, FL 32803",28.546875,-81.3125,Chicken wings restaurant,0,3,8
MIAMI,Subway,"Subway, 12089 SW 152nd St, Miami, FL 33177",25.625,-80.375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,98
JACKSONVILLE,Daily's,"Daily's, 12227 San Jose Blvd, Jacksonville, FL 32223",30.140625,-81.625,Convenience storeATMCar washCoffee shopDeliGas stationIce cream shopRestaurant,0,4,8
BONITA SPRINGS,China Town,"China Town, 26455 Old 41 Rd, Bonita Springs, FL 34135",26.359375,-81.8125,Chinese restaurantRestaurant,0,4,8
WIMAUMA,Domino's Pizza,"Domino's Pizza, 14323 US 301 S, Ste 8, Wimauma, FL 33598",27.765625,-82.3125,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,0,3,25
DELTONA,Subway,"Subway, 915 Doyle Rd Suite 101, Deltona, FL 32725",28.875,-81.25,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,97
LAKE MARY,Nothing Bundt Cakes,"Nothing Bundt Cakes, 1109 International Pkwy Suite 1621, Lake Mary, FL 32746",28.78125,-81.375,BakeryCake shop,0,4,65
WEST PALM BEACH,Marco's Pizza,"Marco's Pizza, 157 S State Rd 7 #441, Royal Palm Beach, FL 33411",26.671875,-80.1875,Pizza restaurantTakeout RestaurantPizza deliveryPizza Takeout,0,4,148
BRANDON,Le Macaron,"Le Macaron, 459 Brandon Town Center Dr, Brandon, FL 33511",27.9375,-82.3125,Pastry shop,0,2,3
JACKSONVILLE,Randeez Nutz Express,"Randeez Nutz Express, 14985 Old St Augustine Rd, Jacksonville, FL 32258",30.140625,-81.5,Restaurant,0,4,7
PINELLAS PARK,Korean BBQ,"Korean BBQ, 4500 Park Blvd N, Pinellas Park, FL 33781",27.84375,-82.6875,Korean restaurant,0,4,22
JACKSONVILLE BEACH,Hot Wok,"Hot Wok, 14333 Beach Blvd, Jacksonville, FL 32250",30.28125,-81.4375,Chinese restaurant,0,4,98
GAINESVILLE,Asian Chao,"Asian Chao, The Oaks Mall, 6419 W Newberry Rd G4, Gainesville, FL 32605",29.65625,-82.4375,Chinese restaurant,0,3,19
BONITA SPRINGS,Koi Lounge,"Koi Lounge, 24880 S Tamiami Trail, Bonita Springs, FL 34134",26.375,-81.8125,Bar & grillRestaurant,0,4,44
PLANT CITY,Bubbakoo's Burritos,"Bubbakoo's Burritos, 1701 S Alexander St Suite 108, Plant City, FL 33566",28.0,-82.125,RestaurantMexican restaurantVegetarian restaurant,0,4,84
PANAMA CITY,Krispy Krunchy Chicken,"Krispy Krunchy Chicken, 4131 Cherry St, Panama City, FL 32404",30.140625,-85.625,Chicken restaurant,0,4,18
MIAMI,Pronto Pizza,"Pronto Pizza, 10660 Fontainebleau Blvd, Miami, FL 33172",25.78125,-80.375,Pizza restaurant,0,4,128
NAPLES,Subway,"Subway, 12620 Tamiami Trail E, Naples, FL 34113",26.0625,-81.6875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,48
CLEWISTON,Sweet Tooth,"Sweet Tooth, 34751 Frank e Billie Drive, Clewiston, FL 33440",26.328125,-81.0,American restaurant,0,4,28
WEST PALM BEACH,China Queen,"China Queen, 940 S Military Trail, West Palm Beach, FL 33415",26.65625,-80.125,Chinese restaurant,0,4,138
MIAMI,Teriyaki Madness,"Teriyaki Madness, 13775 SW 152nd St, Miami, FL 33177",25.625,-80.4375,Asian fusion restaurantCatererFast food restaurantGluten-free restaurantJapanese restaurantRestaurant,0,4,43
LEHIGH ACRES,Subway,"Subway, 4316 Lee Blvd, Lehigh Acres, FL 33971",26.625,-81.6875,Sandwich shopFast food restaurantTakeout RestaurantRestaurant,0,3,28
JACKSONVILLE,Smoothie King,"Smoothie King, 6025 Butler Point Rd Ste.105, Jacksonville, FL 32256",30.25,-81.625,Juice shopFast food restaurantHealth food restaurantDelivery RestaurantTakeout RestaurantVitamin & supplements store,0,4,126
JACKSONVILLE,El Trompo Loco,"El Trompo Loco, 9951 Atlantic Blvd, Jacksonville, FL 32246",30.328125,-81.5625,Restaurant,0,4,38
MIAMI,Taco Bell,"Taco Bell, 20925 S Dixie Hwy, Miami, FL 33189",25.578125,-80.375,Mexican restaurantRestaurant,0,4,47
MIAMI,La Villa De Don Pollo,"La Villa De Don Pollo, 19361 S Dixie Hwy, Cutler Bay, FL 33157",25.59375,-80.375,Peruvian restaurant,0,4,66
MELBOURNE,Sushi Factory,"Sushi Factory, 4455 W New Haven Ave, Melbourne, FL 32904",28.078125,-80.6875,Restaurant,0,3,38
FORT MYERS BEACH,Snug Harbor,"Snug Harbor, 645 Old San Carlos Blvd, Fort Myers Beach, FL 33931",26.453125,-81.9375,Restaurant,0,4,28
KEY WEST,Shell,"Shell, 1900 N Roosevelt Blvd, Key West, FL 33040",24.5625,-81.8125,Gas stationATMCar washConvenience storeRestaurant,0,4,68
SARASOTA,Smoqehouse,"Smoqehouse, 6112 S Tamiami Trail, Sarasota, FL 34231",27.265625,-82.5,Sandwich shopBarbecue restaurantCuban restaurantNew American restaurant,0,4,108
KISSIMMEE,Marco's Pizza,"Marco's Pizza, 1724 Chaps Place, Kissimmee, FL 34744",28.296875,-81.375,Pizza restaurantTakeout RestaurantPizza deliveryPizza Takeout,0,4,78
FORT LAUDERDALE,Subway,"Subway, 11917 W Sunrise Blvd, Plantation, FL 33323",26.140625,-80.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,36
BONITA SPRINGS,Bakery Outlet,"Bakery Outlet, 26240 Old 41 Rd, Bonita Springs, FL 34135",26.359375,-81.8125,Bakery,0,4,28
LAKELAND,Einstein Bros. Bagels,"Einstein Bros. Bagels, 4700 Research Way, Lakeland, FL 33805",28.15625,-81.875,Bagel shopBakeryBreakfast restaurantCafeCoffee shop,0,4,18
SUMMERLAND KEY,The Dining Room,"The Dining Room, 28500 Overseas Hwy, Little Torch Key, FL 33042",24.671875,-81.375,Fine dining restaurantFrench restaurant,0,4,33
WEST PALM BEACH,Dunkin',"Dunkin', 6300 Forest Hill Blvd, West Palm Beach, FL 33415",26.65625,-80.125,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopFast food restaurantTakeout Restaurant,0,4,128
FORT LAUDERDALE,Pro Kitchen Hub,"Pro Kitchen Hub, 5007 Hiatus Rd, Sunrise, FL 33351",26.1875,-80.3125,Food manufacturerBakeryCatererFood and beverage consultantFood producerTakeout Restaurant,0,4,8
POMPANO BEACH,Fancy I Naturals,"Fancy I Naturals, 2900 west sample road Booth # k7004, Pompano Beach, FL 33073",26.265625,-80.1875,Vegan restaurant,0,4,10
MIAMI,The Café at Books & Books,"The Café at Books & Books, 1300 Biscayne Blvd, Miami, FL 33132",25.78125,-80.1875,CafeRestaurant,0,4,118
MIAMI,Subway,"Subway, 6792 SW 40th St Space 6792, Miami, FL 33155",25.734375,-80.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,77
JENSEN BEACH,Thai House,"Thai House, 829 NE Jensen Beach Blvd, Jensen Beach, FL 34957",27.25,-80.25,Thai restaurantRestaurant,0,4,148
ORLANDO,Subway,"Subway, 11214 S Orange Blossom Trl Unit 11314, Orlando, FL 32837",28.40625,-81.4375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,88
MIDDLEBURG,Asian Paradise,"Asian Paradise, 2223 County Rd 220 Ste 201, Middleburg, FL 32068",30.09375,-81.75,Chinese restaurant,0,4,126
DAVENPORT,Menchie's Frozen Yogurt,"Menchie's Frozen Yogurt, 8270 Champions Gate Blvd, Davenport, FL 33896",28.265625,-81.625,Restaurant,0,4,138
THE VILLAGES,Dunkin',"Dunkin', 340 Colony Blvd, The Villages, FL 32162",28.859375,-81.9375,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopFast food restaurantTakeout Restaurant,0,2,16
SATELLITE BEACH,3Natives,"3Natives, 1024 Florida A1A #106, Satellite Beach, FL 32937",28.1875,-80.625,Health food restaurantCafeJuice shopSandwich shop,0,4,18
WILDWOOD,Dunkin',"Dunkin', Travel Plaza, Florida Turnpike MM 299 Okahumpka, Wildwood, FL 34785",28.78125,-82.0,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopFast food restaurantTakeout Restaurant,0,2,68
FORT LAUDERDALE,Pizza Hut,"Pizza Hut, 1328 SW 160th Ave, Sunrise, FL 33326",26.109375,-80.375,Pizza deliveryChicken wings restaurantTakeout RestaurantPizza restaurant,0,3,88
JACKSONVILLE,Domino's Pizza,"Domino's Pizza, 3611 St Johns Bluff Rd S Ste 102, Jacksonville, FL 32224",30.28125,-81.5,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,0,3,268
JACKSONVILLE,Domino's Pizza,"Domino's Pizza, 6003 Roosevelt Blvd, Jacksonville, FL 32244",30.234375,-81.6875,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,0,3,238
ORLANDO,Panda Restaurant,"Panda Restaurant, 4638 E Michigan St, Orlando, FL 32812",28.515625,-81.3125,Chinese restaurant,0,3,128
LAKELAND,Asian Chao,"Asian Chao, 3800 US-98 #672, Lakeland, FL 33809",28.09375,-82.0,Chinese restaurantSoutheast Asian restaurantThai restaurant,0,3,38
FORT LAUDERDALE,Subway,"Subway, 10070 Griffin Rd, Cooper City, FL 33328",26.0625,-80.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,33
FORT MYERS,Maverick Grille,"Maverick Grille, 4480 Fowler St #110, Fort Myers, FL 33901",26.59375,-81.875,American restaurantBurrito restaurantCatering food and drink supplierChicken restaurantDessert restaurantGyro restaurantNew American restaurantSalad shopSoup restaurantSteak house,0,4,128
STUART,Bolly Twist,"Bolly Twist, 5563 SE Federal Hwy, Stuart, FL 34997",27.140625,-80.1875,Indian restaurantHalal restaurantModern Indian restaurantSeafood restaurant,0,4,45
ENGLEWOOD,Subway,"Subway, 1951 S McCall Rd Unit 580 Suite F, Englewood, FL 34223",26.9375,-82.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,55
VENICE,Subway,"Subway, 4193 S Tamiami Trail, Venice, FL 34293",27.046875,-82.375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,2,68
MIAMI,Subway,"Subway, 11780 SW 104th St Unit B105, Miami, FL 33186",25.671875,-80.375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,48
HOMESTEAD,China Fun,"China Fun, 27423 S Dixie Hwy, Naranja, FL 33032",25.515625,-80.4375,Chinese restaurant,0,4,178
SAINT CLOUD,McDonald's,"McDonald's, 4860 E Irlo Bronson Memorial Hwy, St Cloud, FL 34769",28.25,-81.25,Fast food restaurantBreakfast restaurantCoffee shopHamburger restaurantIce cream shopRestaurantSandwich shop,0,3,128
ORLANDO,Costco Food Court,"Costco Food Court, 4696 Gardens Park Blvd, Orlando, FL 32839",28.5,-81.4375,Takeout Restaurant,0,4,18
MIAMI,Night Owl Cookies,"Night Owl Cookies, 13505 Biscayne Blvd, North Miami Beach, FL 33181",25.90625,-80.1875,Restaurant,0,4,17
SAINT PETERSBURG,Nothing Bundt Cakes,"Nothing Bundt Cakes, 2458 4th St N, St. Petersburg, FL 33704",27.796875,-82.625,BakeryCake shop,0,4,28
SAINT PETERSBURG,Tasty Wings,"Tasty Wings, 54th Ave S, St. Petersburg, FL 33712",27.71875,-82.6875,Chicken wings restaurant,0,4,38
HAINES CITY,La Michoacana,"La Michoacana, 107 US Hwy 17 92 N, Haines City, FL 33844",28.109375,-81.625,Ice cream shopMexican restaurantSnack bar,0,4,108
BELLE GLADE,Little Caesars Pizza,"Little Caesars Pizza, 942 S Main St, Belle Glade, FL 33430",26.671875,-80.6875,Pizza restaurantAmerican restaurantChicken wings restaurantFast food restaurantPizza deliveryPizza Takeout,0,4,86
NAPLES,Subway,"Subway, 11225 Tamiami Trail N, Naples, FL 34105",26.28125,-81.8125,Sandwich shopFast food restaurantTakeout RestaurantRestaurant,0,3,18
DELAND,China Dragon,"China Dragon, 2440 S Woodland Blvd, DeLand, FL 32720",28.984375,-81.3125,Chinese restaurant,0,4,158
CLERMONT,Marco's Pizza,"Marco's Pizza, 4279 US-27 Suite H, Clermont, FL 34711",28.5,-81.75,Pizza restaurantTakeout RestaurantPizza deliveryPizza Takeout,0,4,158
ORLANDO,Subway,"Subway, 4900-A, Millenia Blvd, Orlando, FL 32839",28.484375,-81.4375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,88
PANAMA CITY BEACH,Hana Japan,"Hana Japan, 600 Pier Park Dr, Panama City Beach, FL 32413",30.21875,-85.875,Japanese restaurant,0,3,117
JACKSONVILLE,Randeez Nutz Express,"Randeez Nutz Express, 14985 Old St Augustine Rd, Jacksonville, FL 32258",30.140625,-81.5,RestaurantChicken wings restaurantDessert shopFried chicken takeawaySalad shopSeafood restaurantSoul food restaurantSouthern restaurant (US)Taco restaurantVegetarian restaurant,0,4,38
LEESBURG,Subway,"Subway, 10135 US Hwy 441 Suite 4, Leesburg, FL 34788",28.828125,-81.8125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,275
FORT MYERS,Nothing Bundt Cakes,"Nothing Bundt Cakes, 9345 Ben C Pratt, 6 Mile Cypress Pkwy Suite 100, Fort Myers, FL 33966",26.609375,-81.8125,BakeryCake shop,0,4,28
MIAMI,Subway,"Subway, 11402 NW 41st St Bay 103, Miami, FL 33178",25.8125,-80.375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,58
MIAMI,Papa John's Pizza,"Papa John's Pizza, 6701 Bird Rd, Miami, FL 33155",25.734375,-80.3125,Pizza restaurant,0,3,148
TAMPA,SoFresh,"SoFresh, 14398 N Dale Mabry Hwy Suite #104, Greater Carrollwood, FL 33618",28.078125,-82.5,Health food restaurant,0,4,28
DELAND,Subway,"Subway, 2671 S Woodland Blvd, DeLand, FL 32720",28.984375,-81.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,116
TAMPA,Jimmy John's,"Jimmy John's, 12821 N Dale Mabry Hwy, Tampa, FL 33618",28.0625,-82.5,Sandwich shopCatererFast food restaurantDelivery RestaurantTakeout Restaurant,0,3,108
TALLAHASSEE,Wild Willie's,"Wild Willie's, 4556 Capital Cir NW, Tallahassee, FL 32303",30.515625,-84.375,Restaurant,0,4,108
ORLANDO,Subway,"Subway, 3120 S Kirkman Rd Suite 10K, Orlando, FL 32811",28.515625,-81.4375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,128
EUSTIS,China King,"China King, 2870 David Walker Dr, Eustis, FL 32726",28.828125,-81.6875,Asian restaurantChinese restaurantRestaurant,0,3,178
ORLANDO,Artist Point,"Artist Point, Magic Kingdom Resort Area Disney's Wilderness Lodge, Orlando, FL 32836",28.40625,-81.5625,American restaurantRestaurant,0,4,1
GULF BREEZE,Bonsai,"Bonsai, 12 Via De Luna Dr, Pensacola Beach, FL 32561",30.328125,-87.125,Sushi restaurant,0,4,16
MAITLAND,Subway,"Subway, 120 Independence Ln Suite A, Maitland, FL 32751",28.625,-81.375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,38
SAINT PETERSBURG,The Cupcake Spot,"The Cupcake Spot, 5857 54th Ave N, Kenneth City, FL 33709",27.828125,-82.6875,BakeryWedding bakery,0,3,68
FORT MYERS,The Cove,"The Cove, 17260 Harbour Pointe Dr, Fort Myers, FL 33908",26.484375,-82.0,American restaurantRestaurant,0,4,18
PANAMA CITY,Subway,"Subway, 5500 N Star Ave, Panama City, FL 32404",30.25,-85.5625,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,94
WEST PALM BEACH,China wok,"China wok, 3518 Broadway Ave, Riviera Beach, FL 33404",26.796875,-80.0625,Chinese restaurantDelivery Restaurant,0,3,157
WEST PALM BEACH,Carvel,"Carvel, 11955 Southern Blvd, Royal Palm Beach, FL 33411",26.6875,-80.25,Ice cream shopBakeryCake shopDessert restaurantDessert shop,0,3,74
WELLINGTON,Lotus Express,"Lotus Express, 10300 Forest Hill Blvd, Wellington, FL 33414",26.640625,-80.1875,Chinese restaurant,0,3,14
DELTONA,Dominic's Pizza,"Dominic's Pizza, 2772 Elkcam Blvd Suite B, Deltona, FL 32738",28.921875,-81.1875,Pizza restaurant,0,4,58
MOUNT DORA,Wok N Roll,"Wok N Roll, 6551 Orange Blossom Trail, Mt Dora, FL 32757",28.78125,-81.625,Restaurant,0,4,135
INDIALANTIC,Kona Poké,"Kona Poké, 1240 N Hwy A1A, Indialantic, FL 32903",28.109375,-80.5625,RestaurantGluten-free restaurantHealth food restaurantSushi restaurantVegan restaurantVegetarian restaurant,0,4,86
JENSEN BEACH,Papa John's Pizza,"Papa John's Pizza, 3623 NW Federal Hwy, Jensen Beach, FL 34957",27.25,-80.25,Pizza restaurant,0,3,78
CLEARWATER,Subway,"Subway, 23106 US Hwy 19 N, Clearwater, FL 33765",27.984375,-82.75,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,36
FORT MYERS,Subway,"Subway, 9981 S Healthpark Dr, Fort Myers, FL 33908",26.5,-81.9375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,2,16
MIAMI,Pizza Hut,"Pizza Hut, 6625 S Dixie Hwy, Miami, FL 33143",25.6875,-80.3125,Pizza deliveryChicken wings restaurantTakeout RestaurantPizza restaurant,0,3,146
LAKE MARY,Planet Smoothie,"Planet Smoothie, 1210 S International Pkwy, Lake Mary, FL 32746",28.75,-81.375,Juice shopHealth food restaurant,0,4,68
EUSTIS,Marco's Pizza,"Marco's Pizza, 17315 US-441, Eustis, FL 32726",28.828125,-81.6875,Pizza restaurantTakeout RestaurantPizza deliveryPizza Takeout,0,4,116
POMPANO BEACH,China Wok,"China Wok, 7234 W McNab Rd, North Lauderdale, FL 33068",26.203125,-80.25,Restaurant,0,3,88
OCALA,Wawa,"Wawa, 3312 W Silver Springs Blvd, Ocala, FL 34474",29.1875,-82.1875,Convenience storeBreakfast restaurantCafeCandy storeCheesesteak restaurantCoffee shopFast food restaurantHoagie restaurantSandwich shop,0,3,38
KEY WEST,Kaya Island Eats,"Kaya Island Eats, 628 Duval St, Key West, FL 33040",24.546875,-81.8125,Restaurant,0,4,58
FORT MYERS,China Max,"China Max, 4125 Cleveland Ave, Fort Myers, FL 33901",26.609375,-81.875,Chinese restaurantFood court,0,3,62
ORLANDO,Pho So 1,"Pho So 1, 3402 Technological Ave #124, Orlando, FL 32817",28.59375,-81.25,Vietnamese restaurant,0,4,64
LAKELAND,Subway,"Subway, 4223 Florida Ave S, Lakeland, FL 33813",27.984375,-81.9375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,58
PALM HARBOR,Thorntons,"Thorntons, 32490 US Hwy 19 N, Palm Harbor, FL 34684",28.0625,-82.75,Convenience storeATMBreakfast restaurantCoffee shopDonut shopGas stationLiquor storeLottery retailerSandwich shopSoft drinks shop,0,3,27
PALM BAY,Subway,"Subway, 3450 Bayside Lakes Blvd SE Suite #106, Palm Bay, FL 32909",27.953125,-80.6875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,45
FLEMING ISLAND,Subway,"Subway, 1809-1 Town Center Blvd, Fleming Island, FL 32003",30.09375,-81.6875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,118
DAYTONA BEACH,Angelo's Pizza House,"Angelo's Pizza House, 504 Seabreeze Blvd, Daytona Beach, FL 32118",29.234375,-81.0,Pizza restaurant,0,2,96
FORT LAUDERDALE,Pomodoro,"Pomodoro, 2908 E Commercial Blvd, Fort Lauderdale, FL 33308",26.1875,-80.125,Italian restaurant,0,4,53
WEST PALM BEACH,Pizza Grill,"Pizza Grill, 201 S Tamarind Ave, West Palm Beach, FL 33401",26.71875,-80.0625,Pizza restaurantItalian restaurant,0,4,8
LUTZ,Domino's Pizza,"Domino's Pizza, 17804 N Dale Mabry Hwy, Lutz, FL 33548",28.125,-82.5,Pizza deliveryDelivery RestaurantTakeout RestaurantPizza restaurantPizza Takeout,0,4,154
BOCA RATON,Manhattan Joe's Pizzeria,"Manhattan Joe's Pizzeria, 20449 SR-7 AA-9 Mission bay, Center, Boca Raton, FL 33498",26.375,-80.1875,Pizza restaurant,0,3,13
ORLANDO,Sbarro,"Sbarro, 4200 Conroy Rd, Orlando, FL 32839",28.484375,-81.4375,Pizza restaurantCatererFast food restaurantItalian restaurantPasta shopPizza deliveryPizza Takeout,0,3,65
POMONA PARK,Subway,"Subway, 1777 Hwy. 17 South, Pomona Park, FL 32181",29.5,-81.625,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,35
MIAMI,Karla Cuban Bakery,"Karla Cuban Bakery, 2410 SW 137th Ave, Miami, FL 33175",25.75,-80.4375,BakeryCafeSandwich shop,0,4,158
WEST PALM BEACH,Subway,"Subway, 522 Belvedere Rd, West Palm Beach, FL 33405",26.6875,-80.0625,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,75
CLERMONT,Smoothie King,"Smoothie King, 2612 S Hwy 27 S 900, Clermont, FL 34711",28.53125,-81.75,Juice shopFast food restaurantHealth food restaurantDelivery RestaurantTakeout RestaurantVitamin & supplements store,0,4,8
POMPANO BEACH,Costco Bakery,"Costco Bakery, 1800 W Sample Rd, Pompano Beach, FL 33064",26.265625,-80.125,Bakery,0,4,2
FORT LAUDERDALE,Nothing Bundt Cakes,"Nothing Bundt Cakes, 2392 N Federal Hwy, Fort Lauderdale, FL 33305",26.15625,-80.125,BakeryCake shop,0,4,8
CANTONMENT,Shell,"Shell, 710 S Hwy 29, Cantonment, FL 32533",30.625,-87.3125,Gas stationATMCar washConvenience storeRestaurant,0,3,45
DEERFIELD BEACH,Smoothie King,"Smoothie King, 3632 W Hillsboro Blvd, Deerfield Beach, FL 33442",26.3125,-80.125,Juice shopFast food restaurantHealth food restaurantDelivery RestaurantTakeout RestaurantVitamin & supplements store,0,3,25
HOLLYWOOD,Firehouse Cafe,"Firehouse Cafe, 5613 Funston St, Hollywood, FL 33023",26.0,-80.1875,American restaurant,0,5,148
BOCA RATON,Dunkin',"Dunkin', 21200 St Andrews Blvd Suite 21, Boca Raton, FL 33433",26.359375,-80.125,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopFast food restaurantTakeout Restaurant,0,4,188
CRESTVIEW,Smoothie King,"Smoothie King, 2221 S Ferdon Blvd, Crestview, FL 32536",30.734375,-86.5625,Juice shopFast food restaurantHealth food restaurantDelivery RestaurantTakeout RestaurantVitamin & supplements store,0,3,48
MIAMI,Subway,"Subway, 5623 SW 107th Ave, Miami, FL 33173",25.71875,-80.375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,38
PANAMA CITY,Winn-Dixie Wine & Spirits,"Winn-Dixie Wine & Spirits, 120 S Tyndall Pkwy, Callaway, FL 32404",30.140625,-85.5625,Liquor storeBakeryDeliFloristGrocery store,0,4,134
PANAMA CITY,Marco's Pizza,"Marco's Pizza, 222 S Tyndall Pkwy, Panama City, FL 32404",30.140625,-85.5625,Pizza restaurantTakeout RestaurantPizza deliveryPizza Takeout,0,4,28
SANFORD,Krispy Krunchy Chicken,"Krispy Krunchy Chicken, 1690 W Airport Blvd, Sanford, FL 32773",28.78125,-81.3125,RestaurantFried chicken takeaway,0,4,28
FORT MYERS,Subway,"Subway, 2272 First St Unit #101, Fort Myers, FL 33901",26.640625,-81.875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,2,66
EBRO,Subway,"Subway, 6590 Dog Track Rd Hwy20 &, FL-79, Ebro, FL 32437",30.4375,-85.875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,4,16
ENGLEWOOD,Subway,"Subway, 2931 S McCall Rd, Englewood, FL 34224",26.9375,-82.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,34
TAMPA,Charleys Cheesesteaks,"Charleys Cheesesteaks, 8003 Citrus Park Town Center Mall, Tampa, FL 33625",28.0625,-82.5625,Cheesesteak restaurantAmerican restaurantFast food restaurantFood courtSandwich shop,0,4,38
FORT LAUDERDALE,Donna's Caribbean Restaurant,"Donna's Caribbean Restaurant, 5967 W Oakland Park Blvd, Lauderhill, FL 33319",26.171875,-80.25,Caribbean restaurant,0,3,38
HOLLYWOOD,Subway,"Subway, 1841 N State Rd 7, Hollywood, FL 33021",26.03125,-80.1875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,4
OCALA,Wawa,"Wawa, 1001 S Pine Ave, Ocala, FL 34471",29.171875,-82.125,Convenience storeBreakfast restaurantCafeCandy storeCheesesteak restaurantCoffee shopFast food restaurantHoagie restaurantSandwich shop,0,4,45
NORTH PALM BEACH,Green Garden Cafe,"Green Garden Cafe, 11911 US-1 STE 103, North Palm Beach, FL 33408",26.84375,-80.0625,Health food restaurantCatererCoffee shopDeliDelivery serviceHealth food storeJuice shopPet storeSalad shopVegetarian restaurant,0,4,186
SAINT PETERSBURG,Great Wall,"Great Wall, 1024 62nd Ave N Unit B, St. Petersburg, FL 33702",27.828125,-82.625,Chinese restaurantDelivery Restaurant,0,3,178
CANTONMENT,The Happy Taco,"The Happy Taco, 1803 County Rd 95A, Cantonment, FL 32533",30.578125,-87.3125,Restaurant,0,4,58
WINTER PARK,Smallcakes,"Smallcakes, 1949 Aloma Ave, Winter Park, FL 32792",28.59375,-81.3125,Cupcake shopBakeryCake shop,0,4,68
NAPLES,Subway,"Subway, 7770 Preserve Ln, Naples, FL 34119",26.28125,-81.6875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,0,3,24
NAPLES,Antojitos Y Mas,"Antojitos Y Mas, 4981 Golden Gate Pkwy, Naples, FL 34116",26.1875,-81.6875,RestaurantIce cream shop,0,4,88
SARASOTA,SoFresh,"SoFresh, 1455 2nd St, Sarasota, FL 34236",27.34375,-82.5625,New American restaurant,0,4,65
KISSIMMEE,Dunkin',"Dunkin', 5125 S Orange Blossom Trail, Kissimmee, FL 34758",28.25,-81.5,Coffee shopBagel shopBakeryBreakfast restaurantDonut shopFast food restaurantTakeout Restaurant,0,3,148
JACKSONVILLE,Panda Express,"Panda Express, 1596 Maine St, Jacksonville, FL 32228",30.390625,-81.4375,RestaurantChinese restaurant,0,4,108
