name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,relative_results,url,restaurant,bakery,dessert,pastry,closed,street,zip,open,close,City,County Name,avg_rating_right,num_of_reviews_right
Papa Murphy's Take 'N' Bake Pizza,"Papa Murphy's Take 'N' Bake Pizza, 2200 Winter Springs Blvd #111, Oviedo, FL 32765",0x88e76bdf3136dda7:0x3a478af9dfb34e27,"Chain outlet offering build-your-own takeaway pizzas, to be cooked at home.",28.671875,-81.25,"Pizza restaurant,Pizza Takeout",4.0,78,$,1.0,1.0,"0x88e76ebf5804bbe9:0x4805df385e16e6f,0x88e76c4f824ed61d:0xd5cc45c947e416ce,0x88e76eeacfeee365:0x6db7eaed342a6ba0,0x88e76bd4d6c5261f:0xda81e5da32729a8e",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e76bdf3136dda7:0x3a478af9dfb34e27?authuser=-1&hl=en&gl=us,1,0,0,0,1,2200 Winter Springs Blvd #111 FL USA,32765,Permanently closed,Permanently closed,OVIEDO,SEMINOLE,,
Pho So 1,"Pho So 1, 3402 Technological Ave #124, Orlando, FL 32817",0x88e7697ab46a0b5b:0xbee099a0ded35a9c,,28.59375,-81.25,Vietnamese restaurant,4.0,64,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7697ab46a0b5b:0xbee099a0ded35a9c?authuser=-1&hl=en&gl=us,1,0,0,0,0,3402 Technological Ave #124 FL USA,32817,,9PM,ORLANDO,ORANGE,,
Subway,"Subway, 4223 Florida Ave S, Lakeland, FL 33813",0x88dd394b89e66979:0xab3cf53b5aabc832,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",27.984375,-81.9375,"Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",3.0,58,$,1.0,1.0,"0x88dd394a5aff5645:0x25399441b46b7e91,0x88dd394a6a8f2fa1:0x4fb338493da67b28,0x88dd391ed5f9a78f:0xa58279487783c918,0x88dd393474b6db77:0x4b17a78e0af0a91a,0x88dd3953ad55db25:0xd398a48a1b392317",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd394b89e66979:0xab3cf53b5aabc832?authuser=-1&hl=en&gl=us,1,0,0,0,0,4223 Florida Ave S FL USA,33813,,9PM,LAKELAND,POLK,3.95,47262
Thorntons,"Thorntons, 32490 US Hwy 19 N, Palm Harbor, FL 34684",0x88c2f283e6c1e3a3:0x11c72f320ad74620,"Convenience-store chain with grab-&-go food, packaged snacks & drinks, plus gasoline.",28.0625,-82.75,"Convenience store,ATM,Breakfast restaurant,Coffee shop,Donut shop,Gas station,Liquor store,Lottery retailer,Sandwich shop,Soft drinks shop",3.0,27,,1.0,1.0,"0x88c2f279d0d23cb1:0x143486c82728db84,0x88c28d5bd042a1cd:0xf33d00ea70355d68,0x88c2f3b2607326f9:0xbb3b340a27040cd3,0x88c2f29c13a4230f:0x8c91cdc493fcab58,0x88c2f27a7879d977:0x595e7fa0a29626fd",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2f283e6c1e3a3:0x11c72f320ad74620?authuser=-1&hl=en&gl=us,1,0,0,0,0,32490 US Hwy 19 N FL USA,34684,Open 24 hours,Open 24 hours,,,3.69,36
Subway,"Subway, 3450 Bayside Lakes Blvd SE Suite #106, Palm Bay, FL 32909",0x88de72ec67d3dbbf:0x772861a77f2bd206,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",27.953125,-80.6875,"Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",4.0,45,$,1.0,1.0,"0x88de72ec5700d5af:0xc1da5549a6ed038a,0x88de72edc769a339:0x7c286ae4a47e19fc,0x88de72ec67d3dbbf:0x26d3e9b856012d50,0x88de72ec67d3dbbf:0x8d5a2e845fe8df66,0x88de72ec4c135b43:0x6700f0b0e97c3bc",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de72ec67d3dbbf:0x772861a77f2bd206?authuser=-1&hl=en&gl=us,1,0,0,0,0,3450 Bayside Lakes Blvd SE Suite #106 FL USA,32909,,10PM,PALM BAY,BREVARD,3.95,47262
Joe's Pizza and Subs,"Joe's Pizza and Subs, 9251 S Orange Blossom Trl, Orlando, FL 32837",0x88e77dbf0ef8d9b9:0x27eb20eab3fab785,"Simple, counter-serve pizzeria for New York-style thin-crust pies, calzones & other Italian staples.",28.421875,-81.375,"Pizza restaurant,Delivery Restaurant,Takeout Restaurant,Pizza delivery",1.0,48,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77dbf0ef8d9b9:0x27eb20eab3fab785?authuser=-1&hl=en&gl=us,1,0,0,0,1,9251 S Orange Blossom Trl FL USA,32837,Permanently closed,Permanently closed,ORLANDO,ORANGE,,
Forever Young,"Forever Young, 4108 N 22nd St, Tampa, FL 33610",0x88c2c529ccdd7097:0x8145ac5c7a9eabd4,,27.984375,-82.4375,Seafood restaurant,3.0,2,,1.0,1.0,"0x88c2c5cc8a44d513:0x18dc1202f1231808,0x88c2c6726e99002d:0x1ff12cf8fb56c5f9,0x88c2c69652fe0805:0x20312cd82d379ad1,0x88c2c68892ed415f:0x61c0871e2dbd045a",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c529ccdd7097:0x8145ac5c7a9eabd4?authuser=-1&hl=en&gl=us,1,0,0,0,1,4108 N 22nd St FL USA,33610,,,TAMPA,HILLSBOROUGH,,
Miami Subs Grill,"Miami Subs Grill, 1600 W 49th St, Hialeah, FL 33012",0x88d9bafb924c76f3:0x1fd047b420cbe1f3,"Regional counter-serve sandwich chain specializing in cheesesteaks, gyros & double-stacked burgers.",25.859375,-80.3125,"Restaurant,Fast food restaurant",1.0,3,,1.0,1.0,"0x88d9ba2ed7a9706d:0x2132213299f39d15,0x88d9ae7623ee355d:0x93d73a30ff0f007c,0x88d9b81337d7cd63:0x3fe0efb7869ca73e,0x88d9becb6f4e11a1:0x9ed36105f63c0067,0x88d9b1957e36646d:0x8db0ab45d0ba7d80",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bafb924c76f3:0x1fd047b420cbe1f3?authuser=-1&hl=en&gl=us,1,0,0,0,1,1600 W 49th St FL USA,33012,,,HIALEAH,MIAMI-DADE,4.65,31
Subway Restaurants,"Subway Restaurants, 2224 S Chickasaw Trail, Orlando, FL 32825",0x88e7643e7d39693b:0x4234e9205ac7f60e,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",28.515625,-81.25,"Hoagie restaurant,Caterer,Fast food restaurant,Sandwich shop",3.0,17,$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7643e7d39693b:0x4234e9205ac7f60e?authuser=-1&hl=en&gl=us,1,0,0,0,1,2224 S Chickasaw Trail FL USA,32825,Permanently closed,Permanently closed,ORLANDO,ORANGE,4.11,18
Subway,"Subway, 1809-1 Town Center Blvd, Fleming Island, FL 32003",0x88e5c54101d40659:0xe9abcf4a1c91e35c,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",30.09375,-81.6875,"Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",4.0,118,$,1.0,1.0,"0x88e5c54056e39277:0x142c4db4bc3f8580,0x88e5c54744987951:0xdb4670fe7b7aac44,0x88e5c569dae82999:0xaea56889d79b46e2,0x88e5c53f7736f2bb:0xc5abbb92deded5c8,0x88e5c5407742c06b:0x831c257fd4874ea9",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5c54101d40659:0xe9abcf4a1c91e35c?authuser=-1&hl=en&gl=us,1,0,0,0,0,1809-1 Town Center Blvd FL USA,32003,,10PM,,,3.95,47262
Angelo's Pizza House,"Angelo's Pizza House, 504 Seabreeze Blvd, Daytona Beach, FL 32118",0x88e6da47051ae2b7:0x59eeab057c07ed44,,29.234375,-81.0,Pizza restaurant,2.0,96,$$,1.0,1.0,"0x88e6da4100c604b7:0x860582ad0ec379fa,0x88e6da412467eff1:0xee10a579eb8884ad,0x88e6da43e18cb1d5:0xa5791594d7c06d38,0x88e6da43e5e1ee6d:0x6dd17e8ea53125c8,0x88e6da40749922e5:0x3043d1925714fb9a",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6da47051ae2b7:0x59eeab057c07ed44?authuser=-1&hl=en&gl=us,1,0,0,0,0,504 Seabreeze Blvd FL USA,32118,11AM,,DAYTONA BEACH,VOLUSIA,3.63,283
Pomodoro,"Pomodoro, 2908 E Commercial Blvd, Fort Lauderdale, FL 33308",0x88d9020e73a919cd:0x73146a1aa695797c,,26.1875,-80.125,Italian restaurant,4.0,53,$$,1.0,1.0,"0x88d9020a2a8572b3:0xbdeac39a3b713df2,0x88d9020a2d3e25eb:0x5020d78523bff26,0x88d9020c2c0b5e55:0x843b5cb75a28c4ed,0x88d9020c2394f687:0xe5508dc7b9de49a8,0x88d9020de21eaa6d:0xceadf10de32571bf",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9020e73a919cd:0x73146a1aa695797c?authuser=-1&hl=en&gl=us,1,0,0,0,0,2908 E Commercial Blvd FL USA,33308,5PM Tue,,FORT LAUDERDALE,BROWARD,,
Pizza Grill,"Pizza Grill, 201 S Tamarind Ave, West Palm Beach, FL 33401",0x88d8d665ce7cc263:0x24a0806df7734ed6,,26.71875,-80.0625,"Pizza restaurant,Italian restaurant",4.0,8,$,1.0,1.0,"0x88d8d6366ae595fb:0x6bf9cd58c411a2f9,0x88d8d6624ad59657:0x78217a49631c3d0b,0x88d8d689c7629cd9:0xcfa03463631b2665,0x88d8d660dcbfd78f:0x88709d3869dcd3bd",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d665ce7cc263:0x24a0806df7734ed6?authuser=-1&hl=en&gl=us,1,0,0,0,0,201 S Tamarind Ave FL USA,33401,,4PM,WEST PALM BEACH,PALM BEACH,,
Hook Fish and Chicken,"Hook Fish and Chicken, 319 Blanding Blvd #4322, Orange Park, FL 32073",0x88e5c425e4e9c263:0x4219685641470398,,30.171875,-81.75,Seafood restaurant,4.0,108,,1.0,1.0,"0x88e5b4b88e05b87f:0xc4437d64bfed10af,0x88e5c68f4c484051:0x4746316d0e3d5e76,0x88e5c425d9a35279:0xf1d1fa3a74cd9559,0x88e5c44107be0f13:0xa6fe4151891c8ba8",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5c425e4e9c263:0x4219685641470398?authuser=-1&hl=en&gl=us,1,0,0,0,1,319 Blanding Blvd #4322 FL USA,32073,Permanently closed,Permanently closed,,,,
Domino's Pizza,"Domino's Pizza, 17804 N Dale Mabry Hwy, Lutz, FL 33548",0x88c2bf10af9031d1:0xab1057aa3a1f8ba9,Delivery/carryout chain offering a wide range of pizzas & a variety of other dishes & sides.,28.125,-82.5,"Pizza delivery,Delivery Restaurant,Takeout Restaurant,Pizza restaurant,Pizza Takeout",4.0,154,$,1.0,1.0,"0x88c2b9527e8a102b:0x9fbbe4fdc3093348,0x88c2c09e1c6aba23:0x4be67539b6bb3690,0x88c2c091f038e775:0xe2ca73836cae08fc,0x88c2b8c5bcfa1ddd:0xacca7fd150daad37,0x88c2c091f0c886ef:0xe8655b7d1d8dbbd3",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2bf10af9031d1:0xab1057aa3a1f8ba9?authuser=-1&hl=en&gl=us,1,0,0,0,0,17804 N Dale Mabry Hwy FL USA,33548,,12AM,,,4.19,3784
Manhattan Joe's Pizzeria,"Manhattan Joe's Pizzeria, 20449 SR-7 AA-9 Mission bay, Center, Boca Raton, FL 33498",0x88d9191a72457225:0x6e7d014672095b68,,26.375,-80.1875,Pizza restaurant,3.0,13,,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9191a72457225:0x6e7d014672095b68?authuser=-1&hl=en&gl=us,1,0,0,0,0,20449 SR-7 AA-9 Mission bay FL USA,33498,11AM,,BOCA RATON,PALM BEACH,,
Sbarro,"Sbarro, 4200 Conroy Rd, Orlando, FL 32839",0x88e77ea893b83cbf:0x4144c9a5bc120529,"Italian fast-food chain offering thin-crust pizza by the slice, plus pastas & salads.",28.484375,-81.4375,"Pizza restaurant,Caterer,Fast food restaurant,Italian restaurant,Pasta shop,Pizza delivery,Pizza Takeout",3.0,65,$,1.0,1.0,"0x88e77ea893b83cbf:0xa880a791437e9d4f,0x88e77ea9a9dc9d13:0xaa2dea337f1de505,0x88e77ea893b83cbf:0xf7d2691e9df46018,0x88e77ea893b83cbf:0xcb4f5d02bce1a32a,0x88e77c05a8bd90c7:0x65c70bd76eba6ecd",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77ea893b83cbf:0x4144c9a5bc120529?authuser=-1&hl=en&gl=us,1,0,0,0,0,4200 Conroy Rd FL USA,32839,,9PM,ORLANDO,ORANGE,4.47,1386
Subway,"Subway, 1777 Hwy. 17 South, Pomona Park, FL 32181",0x88e65e7243bf980f:0xfe1e15ff31727efe,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",29.5,-81.625,"Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",3.0,35,$,1.0,1.0,"0x88e65e72fb27caed:0xc79a2a4b6f66d023,0x88e6f5f6e7dc2e4b:0x60f01034b8c0e7c8,0x88e6647670d23919:0x5a5023514fba450e",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e65e7243bf980f:0xfe1e15ff31727efe?authuser=-1&hl=en&gl=us,1,0,0,0,0,1777 Hwy. 17 South FL USA,32181,,10PM,,,3.95,47262
Karla Cuban Bakery,"Karla Cuban Bakery, 2410 SW 137th Ave, Miami, FL 33175",0x88d9bf9925501ce5:0x5833935a1d1ec0b7,,25.75,-80.4375,"Bakery,Cafe,Sandwich shop",4.0,158,,1.0,1.0,"0x88d9bf7ca62b4b63:0x40cc4c425527f6f1,0x88d9bfba5d74a667:0x9be3139c4cd09e1e,0x88d9bf8a4aaf4f65:0xce85240f21efd19,0x88d9c06d52417d51:0xf9f000fae3a9ce00,0x88d9bf0538d113c3:0xea7640a4fa5ed46",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bf9925501ce5:0x5833935a1d1ec0b7?authuser=-1&hl=en&gl=us,0,1,0,0,0,2410 SW 137th Ave FL USA,33175,,10PM,MIAMI,MIAMI-DADE,4.42,80
Jimmy John's,"Jimmy John's, 3030 E Semoran Blvd #236, Apopka, FL 32703",0x88e776976a13391d:0x1fffe57731d3b951,"Counter-serve chain specializing in sub & club sandwiches, plus signature potato chips.",28.671875,-81.4375,"Sandwich shop,Caterer,Delivery Restaurant,Restaurant",4.0,99,$,1.0,1.0,"0x88e5b70768d47fc9:0x24d704c1821e992e,0x88e79d16885df3f7:0xcf9d27e34645b9e7,0x88e775f408bf8043:0x85ee709834d202b,0x88e776bb3b4195e7:0x1b734fee5b28691,0x88e776a28746ab77:0x2074347bb915843a",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e776976a13391d:0x1fffe57731d3b951?authuser=-1&hl=en&gl=us,1,0,0,0,1,3030 E Semoran Blvd #236 FL USA,32703,Permanently closed,Permanently closed,APOPKA,ORANGE,4.23,3129
Romano's Macaroni Grill,"Romano's Macaroni Grill, 13620 Pines Blvd, Pembroke Pines, FL 33027",0x88d9a6848ffc1541:0xa67a72955f3035df,"Lively Italian chain with an open kitchen, known for small plates, pizzas, pastas & wine.",26.0,-80.3125,"Italian restaurant,Takeout Restaurant,Restaurant",2.0,8,$$,1.0,1.0,"0x88d9a18753046499:0xee4241b575654615,0x88d9a69e82248601:0x4b8236c5b8b01130,0x88d9a6add56cef61:0x14030ce3c38c4a1c,0x88d9a15e8cda5387:0x494344de6b1c7662,0x88d9a69e7f39a56b:0x7c227e0c4379a1cb",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a6848ffc1541:0xa67a72955f3035df?authuser=-1&hl=en&gl=us,1,0,0,0,1,13620 Pines Blvd FL USA,33027,Permanently closed,Permanently closed,HOLLYWOOD,BROWARD,4.29,939
New China,"New China, 3677 S Orlando Dr, Sanford, FL 32773",0x88e76cd21b8b4e6f:0xf953cf1f5db8b70,"An unfussy restaurant featuring a range of Chinese favorites, including beef lo mein & chop suey.",28.765625,-81.3125,Chinese restaurant,2.0,88,$$,1.0,1.0,"0x88e76cd10edc6f75:0x5180d8d0dbcf9317,0x88e7136d5a665573:0x2a0eeba5a032bb55,0x88e71285a310c19b:0x75c281f93f231bc1,0x88e76d198484e8c5:0x1d180503b494172c,0x88e76ccdb95dac21:0x173a2b4424560097",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e76cd21b8b4e6f:0xf953cf1f5db8b70?authuser=-1&hl=en&gl=us,1,0,0,0,1,3677 S Orlando Dr FL USA,32773,Permanently closed,Permanently closed,SANFORD,SEMINOLE,,
Korea House Restaurant,"Korea House Restaurant, 290 Eglin Pkwy NE, Fort Walton Beach, FL 32547",0x88913f0bbc3e884f:0x696ce39d7e37d8d8,"Compact, family-run joint featuring a traditional Korean menu & a lounge with karaoke & pool.",30.4375,-86.625,"Korean restaurant,Restaurant",4.0,148,$$,1.0,1.0,"0x88913fb2849c3def:0x237f52a0da99b139,0x88913f1710488b11:0xa8d0552996ad7196,0x88913f190d18c92b:0x5597a4422100a56c,0x88913ef4bdfded27:0xe8a4a0b6e5581bf1",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88913f0bbc3e884f:0x696ce39d7e37d8d8?authuser=-1&hl=en&gl=us,1,0,0,0,1,290 Eglin Pkwy NE FL USA,32547,Permanently closed,Permanently closed,FORT WALTON BEACH,OKALOOSA,,
Beef 'O' Brady's,"Beef 'O' Brady's, 9331 E Adamo Dr, Tampa, FL 33619",0x88c2cf01ab760a71:0x2d74fe5a8a974d25,"Pub chain for the whole family, with Irish-inflected grub plus TVs & sports memorabilia galore.",27.953125,-82.375,"Family restaurant,Sports bar",3.0,18,$,1.0,1.0,"0x88c2ce64c8c7d7f1:0xfe93e65e09fdc889,0x88c2c450f7f7a1bf:0xb39747897b78acd3,0x88c2c79ed4f1701d:0xd230f9e6ec738a5e",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2cf01ab760a71:0x2d74fe5a8a974d25?authuser=-1&hl=en&gl=us,1,0,0,0,1,9331 E Adamo Dr FL USA,33619,Permanently closed,Permanently closed,TAMPA,HILLSBOROUGH,3.8,1944
Subway,"Subway, 522 Belvedere Rd, West Palm Beach, FL 33405",0x88d8d6565e8e708d:0xaa47c36f9b557626,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",26.6875,-80.0625,"Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",4.0,75,$,1.0,1.0,"0x88d8d6519dfb42cf:0x59d03e2b55388beb,0x88d8d689dd948351:0xa7e9f7aca8fc7030,0x88d8d656c73cdb6f:0x191c4c325637d3c3,0x88d8d7a9931c51c7:0x858313a4bbc50fc6,0x88d8d6562786836f:0x80850eb0eb93ec7e",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d6565e8e708d:0xaa47c36f9b557626?authuser=-1&hl=en&gl=us,1,0,0,0,0,522 Belvedere Rd FL USA,33405,Temporarily closed,Temporarily closed,WEST PALM BEACH,PALM BEACH,3.95,47262
Smoothie King,"Smoothie King, 1665 Dunlawton Ave, Port Orange, FL 32129",0x88e727872a640ca7:0x3034c3d67dbad34d,"Health-conscious chain featuring blended drinks in varied flavors, nutritional products & snacks.",29.109375,-81.0,"Juice shop,Fast food restaurant,Health food restaurant,Delivery Restaurant,Takeout Restaurant,Vitamin & supplements store",4.0,66,$$,1.0,1.0,"0x88e727830bdfbae3:0xbe75f98e8fc8b5ed,0x88e6ded2051cd45b:0x8c0cd8eb28078c84,0x88e727797dab9f6b:0xd47af4e8f827a232,0x88e7295e3331b93f:0x9772fce412dec8a6",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e727872a640ca7:0x3034c3d67dbad34d?authuser=-1&hl=en&gl=us,1,0,0,0,1,1665 Dunlawton Ave FL USA,32129,,,PORT ORANGE,VOLUSIA,4.28,1829
China Max,"China Max, 27001 US-19, Clearwater, FL 33761",0x88c2f200f1e6db97:0x495e8a10a2fc1e55,,28.015625,-82.75,Asian restaurant,3.0,18,$,1.0,1.0,"0x88c2f200f1e6db97:0x54f385505e281985,0x88c2eddf44f1a253:0xf1da7b0dd9f16e59,0x88c2ee468d4c9159:0xa4230797a7bf377c",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2f200f1e6db97:0x495e8a10a2fc1e55?authuser=-1&hl=en&gl=us,1,0,0,0,1,27001 US-19 FL USA,33761,,,CLEARWATER,PINELLAS,4.08,541
Smoothie King,"Smoothie King, 2612 S Hwy 27 S 900, Clermont, FL 34711",0x88dc57ffbabf2e0d:0xb3424036408be28,"Health-conscious chain featuring blended drinks in varied flavors, nutritional products & snacks.",28.53125,-81.75,"Juice shop,Fast food restaurant,Health food restaurant,Delivery Restaurant,Takeout Restaurant,Vitamin & supplements store",4.0,8,$$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dc57ffbabf2e0d:0xb3424036408be28?authuser=-1&hl=en&gl=us,1,0,0,0,0,2612 S Hwy 27 S 900 FL USA,34711,,9PM,CLERMONT,LAKE,4.28,1829
Jimmy John's,"Jimmy John's, 2519 McMullen Booth Rd, Clearwater, FL 33761",0x88c2eddf561edf33:0xb425a834d4c23558,"Counter-serve chain specializing in sub & club sandwiches, plus signature potato chips.",28.015625,-82.6875,"Sandwich shop,Caterer,Fast food restaurant,Delivery Restaurant,Takeout Restaurant",3.0,58,$,1.0,1.0,"0x88c2eddf130ce16b:0x4988b5230e3c6337,0x88c2ee7519878715:0x1321a534bbf67b2c,0x88c2edfff5de6467:0x8572f7dcdd72ea99,0x88c2f2770c4f9823:0xe349c4f25ef6673a,0x88c2eddf44f1a253:0xf1da7b0dd9f16e59",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2eddf561edf33:0xb425a834d4c23558?authuser=-1&hl=en&gl=us,1,0,0,0,1,2519 McMullen Booth Rd FL USA,33761,Permanently closed,Permanently closed,CLEARWATER,PINELLAS,4.23,3129
Dunkin,"Dunkin, In Speedway, 2023 US-19, Holiday, FL 34691",0x88c28d0d02fce7cd:0x5dac687f22cb13ef,Long-running chain serving signature breakfast items & a variety of coffee drinks.,28.1875,-82.75,"Coffee shop,Bagel shop,Bakery,Breakfast restaurant,Donut shop,Fast food restaurant,Takeout Restaurant",3.0,8,$,1.0,1.0,"0x88c28dfbfb34ff05:0x953ed82a1115a05b,0x88c29b45124dfda3:0x9be4c1f2aeecfbf9,0x88c28df0b43711c1:0x53f30e6c74a1fca4",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c28d0d02fce7cd:0x5dac687f22cb13ef?authuser=-1&hl=en&gl=us,1,1,0,0,1,In Speedway FL USA,34691,,,,,4.42,5991
Costco Bakery,"Costco Bakery, 1800 W Sample Rd, Pompano Beach, FL 33064",0x88d91cd3c08438ab:0x81bb9e215b498ca1,,26.265625,-80.125,Bakery,4.0,2,$,1.0,1.0,"0x88d91d502706da0b:0x1533081475fbbc63,0x88d91da8eb3ca1c7:0xc6f1ac6b6ee38dae,0x88d903ba3c9f3cf5:0xf493df2b1bfe2f19",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d91cd3c08438ab:0x81bb9e215b498ca1?authuser=-1&hl=en&gl=us,0,1,0,0,0,1800 W Sample Rd FL USA,33064,10AM,,POMPANO BEACH,BROWARD,,
Nothing Bundt Cakes,"Nothing Bundt Cakes, 2392 N Federal Hwy, Fort Lauderdale, FL 33305",0x88d901cee198d8c7:0xa2bee0afcd5660bb,"Bakery chain with bundt cakes ranging from bite-sized to tiered, plus platters, candles & cards.",26.15625,-80.125,"Bakery,Cake shop",4.0,8,$$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d901cee198d8c7:0xa2bee0afcd5660bb?authuser=-1&hl=en&gl=us,0,1,0,0,0,2392 N Federal Hwy FL USA,33305,9AM,,FORT LAUDERDALE,BROWARD,4.73,140
Shell,"Shell, 710 S Hwy 29, Cantonment, FL 32533",0x88909115a98cc073:0xb1197046b0a53725,,30.625,-87.3125,"Gas station,ATM,Car wash,Convenience store,Restaurant",3.0,45,$$,1.0,1.0,"0x8890964ff585a43f:0x30cd51aa3678c885,0x88909140bf06d37d:0xc0b477dde9764c1,0x889091468e4b1e75:0x31da9f75a39ffa41,0x889090b85dfcfbf1:0x361402332beca78d,0x889091468dbd54a1:0xe3d87a45db843ef7",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88909115a98cc073:0xb1197046b0a53725?authuser=-1&hl=en&gl=us,1,0,0,0,0,710 S Hwy 29 FL USA,32533,,,,,3.86,1134
Smoothie King,"Smoothie King, 3632 W Hillsboro Blvd, Deerfield Beach, FL 33442",0x88d91d70de6444db:0x30f8eb27b2fea294,"Health-conscious chain featuring blended drinks in varied flavors, nutritional products & snacks.",26.3125,-80.125,"Juice shop,Fast food restaurant,Health food restaurant,Delivery Restaurant,Takeout Restaurant,Vitamin & supplements store",3.0,25,$$,1.0,1.0,"0x80d9491b5b87a45b:0x91f3a2fd8cb547f1,0x88d904b4acbbcebd:0x4e1ca2dce9f3adec,0x88d8e1f2f7a444dd:0x6587ba3e63a3cd70,0x88d91958ed1d66fb:0x7978bb05679398fe",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d91d70de6444db:0x30f8eb27b2fea294?authuser=-1&hl=en&gl=us,1,0,0,0,0,3632 W Hillsboro Blvd FL USA,33442,8AM,,DEERFIELD BEACH,BROWARD,4.28,1829
Firehouse Cafe,"Firehouse Cafe, 5613 Funston St, Hollywood, FL 33023",0x88d9a94fcb6391d9:0x3195329fc54a13f2,,26.0,-80.1875,American restaurant,5.0,148,$,1.0,1.0,"0x88d9a94f9016bb9f:0xd4a29b7a9038df1e,0x88d9a95eeda1aec5:0x1cfa5e2b108f1524,0x88d9a94f41b8d107:0x707833608fdf3bd9,0x88d9a950aac01c6b:0x4a60856a3399d4b1,0x88d9ab0eca3b5d95:0xe6a9d03229935245",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a94fcb6391d9:0x3195329fc54a13f2?authuser=-1&hl=en&gl=us,1,0,0,0,0,5613 Funston St FL USA,33023,,7PM,HOLLYWOOD,BROWARD,,
Dunkin',"Dunkin', 21200 St Andrews Blvd Suite 21, Boca Raton, FL 33433",0x88d91e78b0872395:0x453e2253b4051fd9,Long-running chain serving signature breakfast items & a variety of coffee drinks.,26.359375,-80.125,"Coffee shop,Bagel shop,Bakery,Breakfast restaurant,Donut shop,Fast food restaurant,Takeout Restaurant",4.0,188,$,1.0,1.0,"0x88d91c4f3980e71b:0xa52a39b81cfeac6,0x88d91c300a7b04d7:0xb318cb48218eb8bc,0x88d91fb5ac8fce8d:0x8d2816125a261e3e,0x88d91e7408005f63:0xd55f9093d2874e1",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d91e78b0872395:0x453e2253b4051fd9?authuser=-1&hl=en&gl=us,1,1,0,0,0,21200 St Andrews Blvd Suite 21 FL USA,33433,,7PM,BOCA RATON,PALM BEACH,3.93,3790
