,Nombre,address,gmap_id,description,category,Rating,Reviews,price,hours,MISC,relative_results,url,restaurant,bakery,dessert,pastry,Condición_Establecimiento,street,Zip,horario,open,close,City,County Name,latitude,longitude
3800,China wok,"China wok, 3518 Broadway Ave, Riviera Beach, FL 33404",0x88d8d51d9d70e48d:0x5a1bc0905c90dfa5,Pared-down counter serve doling out fast-food Chinese fare such as lo mein & sesame chicken.,"Chinese restaurant,Delivery Restaurant",3,157,$,1.0,1.0,"0x88d8d546ebf6ca27:0xac1c0ba8b3d11320,0x88d8d5744e9e159d:0x1ffb2825ab846cc1,0x88d92abb77dbf58d:0xe81ad24767eda8d0,0x88d92aa3fad60c31:0x5183e04479e9bc1f,0x88d929e3dc9e7957:0x70d328446c9c6729",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d51d9d70e48d:0x5a1bc0905c90dfa5?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,3518 Broadway Ave FL USA,33404,Open ⋅ Closes 10PM,Sin Dato,10PM,WEST PALM BEACH,PALM BEACH,30.3324645,-80.0625
3801,Carvel,"Carvel, 11955 Southern Blvd, Royal Palm Beach, FL 33411",0x88d92fbabeb5b241:0x59f5a5a83af82c51,"Circa-1934 chain known for its soft-serve ice cream & custom cakes, mainly for takeout.","Ice cream shop,Bakery,Cake shop,Dessert restaurant,Dessert shop",3,74,$,1.0,1.0,"0x88d92f5f02fa24a1:0x6547416b441fc207,0x88d92eeff9041a9d:0x89a77a3593a8490e,0x88d92ef77637fa9b:0x83ce4d0fddf6e03e,0x88d92f0f3eeb80e1:0x357ebbaa21a2281a,0x88d92f56bfc76553:0x15d66a98b1fb81ed",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d92fbabeb5b241:0x59f5a5a83af82c51?authuser=-1&hl=en&gl=us,1,1,0,0,Activo,11955 Southern Blvd FL USA,33411,Open ⋅ Closes 10PM,Sin Dato,10PM,WEST PALM BEACH,PALM BEACH,26.681518558139533,-80.23362826744186
3802,Lotus Express,"Lotus Express, 10300 Forest Hill Blvd, Wellington, FL 33414",0x88d925f55def899f:0xae4490bdd453a29d,Fashion chain supplying contemporary house-label clothing & accessories for day & night.,Chinese restaurant,3,14,Sin Dato,1.0,1.0,"0x88d92f5f026c6659:0xebb3c9cbe294ff4,0x88d92f5b87abde69:0xb4c20b9056875f45,0x88d925f55def899f:0x5db7c5c9cc54c9c,0x88d925f5614bff17:0xcd10501e1cbb640b,0x88d92ffa84593723:0x7d0f616d3191f0d8",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d925f55def899f:0xae4490bdd453a29d?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,10300 Forest Hill Blvd FL USA,33414,Open ⋅ Closes 9PM,Sin Dato,9PM,WELLINGTON,PALM BEACH,26.651113181491056,-80.20864688539494
3803,La Brisa,"La Brisa, 51 Gulf Breeze Pkwy, Gulf Breeze, FL 32561",0x8890c6fb415d4c4d:0xeea6db8ccbb4d5c9,"Bayside seafood venue for surf ’n’ turf with a Southern twist, plus brunch, in a casual ambiance.","Seafood restaurant,Delivery service,Takeout Restaurant,Restaurant",4,104,Sin Dato,1.0,1.0,"0x8890c5e0ed60c6ff:0xe56c89ae68318ff2,0x8890c60ab607c0e7:0x7557dd7ad18577c9,0x8890c5e0d35581c7:0x12e2ae396aa74bc1",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890c6fb415d4c4d:0xeea6db8ccbb4d5c9?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,51 Gulf Breeze Pkwy FL USA,32561,Permanently closed,Permanently closed,Permanently closed,GULF BREEZE,SANTA ROSA,30.3696155,-87.17596453813196
3804,Don Pablo's,"Don Pablo's, 100 Towne Center Blvd, Sanford, FL 32771",0x88e712812eb0308f:0x847743e112b0efbb,"Tex-Mex restaurant chain offering classic dishes, plus margaritas, in a family-friendly setting.",Mexican restaurant,3,55,$$,1.0,1.0,"0x88e7139e77a2dceb:0xee75f5d64fe9765a,0x88e772bad7e49053:0x4e87111679b8b1f4",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e712812eb0308f:0x847743e112b0efbb?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,100 Towne Center Blvd FL USA,32771,Permanently closed,Permanently closed,Permanently closed,SANFORD,SEMINOLE,28.8096154,-81.334938
3805,Dominic's Pizza,"Dominic's Pizza, 2772 Elkcam Blvd Suite B, Deltona, FL 32738",0x88e71761f6e134cb:0x890d3cc7f33b6944,Sin Dato,Pizza restaurant,4,58,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e71761f6e134cb:0x890d3cc7f33b6944?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,2772 Elkcam Blvd Suite B FL USA,32738,Closed ⋅ Opens 11AM Tue,11AM Tue,Sin Dato,DELTONA,VOLUSIA,28.921875,-81.1875
3806,Wok N Roll,"Wok N Roll, 6551 Orange Blossom Trail, Mt Dora, FL 32757",0x88e798a1f4906983:0x973a70e7eff902f,Basic strip-mall restaurant with a full menu of traditional dishes & lunch specials plus takeout.,Restaurant,4,135,Sin Dato,1.0,1.0,"0x88e7a257dbf2a653:0x513e03d211667cbb,0x88e7a2572cf00007:0xbbf5a784a9bd7461,0x88e7bd307f538337:0x6e753b44368f93c5,0x88e7a0e75b235555:0x26681a8b67d70de6",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e798a1f4906983:0x973a70e7eff902f?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,6551 Orange Blossom Trail FL USA,32757,Opens soon ⋅ 4:30PM,4:30PM,Sin Dato,MOUNT DORA,LAKE,28.7799055,-81.6227677
3807,Kona Poké,"Kona Poké, 1240 N Hwy A1A, Indialantic, FL 32903",0x88de119e45433001:0x4ef4fa9c8668f3b7,Sin Dato,"Restaurant,Gluten-free restaurant,Health food restaurant,Sushi restaurant,Vegan restaurant,Vegetarian restaurant",4,86,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de119e45433001:0x4ef4fa9c8668f3b7?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,1240 N Hwy A1A FL USA,32903,Open ⋅ Closes 8PM,Sin Dato,8PM,INDIALANTIC,BREVARD,27.49691,-80.3015203
3808,Papa John's Pizza,"Papa John's Pizza, 3623 NW Federal Hwy, Jensen Beach, FL 34957",0x88dee7d60563b5e1:0x157d708b2cc73296,"Take-out/delivery chain offering classic & specialty pizzas, wings & breadsticks, plus desserts.",Pizza restaurant,3,78,$,1.0,1.0,"0x88dee72bdefa6699:0xf059a34b39125767,0x88dee8914d54d6f7:0xfd308ab5608e2069,0x88dee7063dd6fca1:0xab7aa51d36feab0c,0x88dee78dbc53a995:0x75b8ef336719347e",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dee7d60563b5e1:0x157d708b2cc73296?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,3623 NW Federal Hwy FL USA,34957,Open ⋅ Closes 11:30PM,Sin Dato,11:30PM,JENSEN BEACH,MARTIN,27.25047815319913,-80.27514805740392
3809,Subway,"Subway, 23106 US Hwy 19 N, Clearwater, FL 33765",0x88c2ee26e10ed0db:0x8089fa4aed871894,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",3,36,$,1.0,1.0,"0x88c2ee2184682d35:0x16754ec1c8b7f047,0x88c2ee26bc2ec189:0xd08f1c5945bc4da9,0x88c2ee17c11c9b79:0xdef28ef92f8eadcb,0x88c2efd14fc835e5:0x32acee8fab99b250",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2ee26e10ed0db:0x8089fa4aed871894?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,23106 US Hwy 19 N FL USA,33765,Open ⋅ Closes 8PM,Sin Dato,8PM,CLEARWATER,PINELLAS,27.9827988,-82.73251736244325
3810,Subway,"Subway, 9981 S Healthpark Dr, Fort Myers, FL 33908",0x88db3ef15291be3f:0xa951f4a57b5419da,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",2,16,$,1.0,1.0,"0x88db3e585b67a041:0x964da2f8369e67a4,0x88db3e585b5e6a19:0xdbbad4f947f9d35a,0x88db3ed7786f85cd:0x7abd48a3313e4fef,0x88db3fb31d968d49:0x4ece7b5b05148d67",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db3ef15291be3f:0xa951f4a57b5419da?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,9981 S Healthpark Dr FL USA,33908,Open ⋅ Closes 12AM,Sin Dato,12AM,FORT MYERS,LEE,26.5073651,-81.91314244049292
3811,Beefstro's Gourmet Beefs,"Beefstro's Gourmet Beefs, 6434 Naples Blvd #404, Naples, FL 34109",0x88db1dd079856cdf:0xfe85cfdfca7938e,Sin Dato,"Hot dog restaurant,Restaurant",4,8,$,1.0,1.0,"0x88db1dd8eea0682b:0xae3c06dcb504ae95,0x88dae2ec88e20de7:0xda40d23fd7c47e86",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db1dd079856cdf:0xfe85cfdfca7938e?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,6434 Naples Blvd #404 FL USA,34109,Permanently closed,Permanently closed,Permanently closed,NAPLES,COLLIER,26.21928699093892,-81.77056072620938
3812,Pizza Hut,"Pizza Hut, 6625 S Dixie Hwy, Miami, FL 33143",0x88d9c795652e71f3:0xf759b2bd62e4d08,Family-friendly chain known for its made-to-order pizzas.,"Pizza delivery,Chicken wings restaurant,Takeout Restaurant,Pizza restaurant",3,146,$,1.0,1.0,"0x88d9c7fbe1a59643:0x5617eabd5d4bc75a,0x88d9c7e51cc8f8b3:0x7085fe6fed14e649,0x88d9c7fafff4200d:0xab98f9b61a0da4ba,0x88d9c7f001f1ba27:0x8ed0407c81152e66,0x88d9c7a9a0952cf3:0xf3e2a37ea2bc7a6b",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9c795652e71f3:0xf759b2bd62e4d08?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,6625 S Dixie Hwy FL USA,33143,Open ⋅ Closes 12AM,Sin Dato,12AM,MIAMI,MIAMI-DADE,25.6944751,-80.30037
3813,Planet Smoothie,"Planet Smoothie, 1210 S International Pkwy, Lake Mary, FL 32746",0x88e772c5abe56add:0x9fa6e1354ad4fcc,"Sleek chain for custom smoothies made with yogurt, sherbet & nutrition-oriented add-ins.","Juice shop,Health food restaurant",4,68,$,1.0,1.0,"0x88e772b9983a5f1d:0xb81d79b0c794e888,0x88e76d4f3a05d49d:0xeacd259bbe323b32,0x88e70d69e79e8cdd:0xf83a22916402c09a",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e772c5abe56add:0x9fa6e1354ad4fcc?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,1210 S International Pkwy FL USA,32746,Open ⋅ Closes 9PM,Sin Dato,9PM,LAKE MARY,SEMINOLE,28.75,-81.375
3814,Marco's Pizza,"Marco's Pizza, 17315 US-441, Eustis, FL 32726",0x88e7a3feee610311:0x542c93c8e0b2a65f,Counter-serve chain serving specialty or custom pizzas for takeout or delivery.,"Pizza restaurant,Takeout Restaurant,Pizza delivery,Pizza Takeout",4,116,$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7a3feee610311:0x542c93c8e0b2a65f?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,17315 US-441 FL USA,32726,Open ⋅ Closes 10PM,Sin Dato,10PM,EUSTIS,LAKE,28.828125,-81.6875
3815,Hungry Howie's Pizza,"Hungry Howie's Pizza, 1110 Del Prado Blvd S unit e, Cape Coral, FL 33990",0x88db413a4035865f:0xc2c077019165fe94,"Basic, counter-serve pizzeria chain popular for its flavored crusts, such as sesame & garlic herb.",Pizza restaurant,4,75,$,1.0,1.0,"0x88db43ee311354b7:0x46a2927fcbea7f69,0x88db38aeba7e0a2b:0x906e79b49cc0a2bb,0x88db4722f8087725:0x907a59ef088edccf,0x88db473ff778c0d7:0xf6544f2adcd6849a,0x88db471ee7343d51:0xb606a3813b9db7b8",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db413a4035865f:0xc2c077019165fe94?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,1110 Del Prado Blvd S unit e FL USA,33990,Permanently closed,Permanently closed,Permanently closed,CAPE CORAL,LEE,26.625,-81.9375
3816,China Wok,"China Wok, 7234 W McNab Rd, North Lauderdale, FL 33068",0x88d905ecd615631b:0x7972044a3be65451,Sin Dato,Restaurant,3,88,$,1.0,1.0,"0x88d905ca73966f53:0x3e62e63c1eef2105,0x88d9043aebf84bb7:0x181cc8bbb7c307bf,0x88d9045a98ad59df:0xb088b1df1dc7fc0d,0x88d9046dbc4eeaaf:0x908ceb86908e4b0d,0x88d90468dc56d6fd:0x14e71346b0065144",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d905ecd615631b:0x7972044a3be65451?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,7234 W McNab Rd FL USA,33068,Open ⋅ Closes 11PM,Sin Dato,11PM,POMPANO BEACH,BROWARD,26.208475,-80.24979074443944
3817,Wawa,"Wawa, 3312 W Silver Springs Blvd, Ocala, FL 34474",0x88e7d57dca5179eb:0xbf1ddf89b68f4177,Convenience store chain known for sandwiches & coffee. Many offer fuel & are open 24/7.,"Convenience store,Breakfast restaurant,Cafe,Candy store,Cheesesteak restaurant,Coffee shop,Fast food restaurant,Hoagie restaurant,Sandwich shop",3,38,Sin Dato,1.0,1.0,"0x88e7d59a2c15aa17:0x872f993551ddff43,0x88e7d4dfa6527b39:0xf68ea9d1b9707a29,0x88e7d509578a02ff:0x176c85509acc90e3",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7d57dca5179eb:0xbf1ddf89b68f4177?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,3312 W Silver Springs Blvd FL USA,34474,Open 24 hours,Open 24 hours,Open 24 hours,OCALA,MARION,29.18560615,-82.17755374961868
3818,Kaya Island Eats,"Kaya Island Eats, 628 Duval St, Key West, FL 33040",0x88d1ab7a26a98eeb:0x8b76c76468f2e919,Sin Dato,Restaurant,4,58,$$,1.0,1.0,"0x88d1adc5d46be85f:0xfc2fdfd473c62a63,0x88d1adc43c517bbd:0x2133cb06416cf6ee,0x88d0ffd63366168f:0xe4b9be5a6d58d619",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d1ab7a26a98eeb:0x8b76c76468f2e919?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,628 Duval St FL USA,33040,Open ⋅ Closes 10PM,Sin Dato,10PM,KEY WEST,MONROE,30.29875072973174,-81.97424293488942
3819,China Max,"China Max, 4125 Cleveland Ave, Fort Myers, FL 33901",0x88db4027d6adb5ab:0x2d9f99724464a4b4,Sin Dato,"Chinese restaurant,Food court",3,62,$$,1.0,1.0,"0x88db40261018d399:0xbef59d4a304119da,0x88db41d1563421f9:0x43304e8209746ec5,0x88db6b2ac55d07b7:0xe83d3319b753177a,0x88db41d0a474f0e3:0xa69f96c996b41b4f,0x88db403929213529:0x175270ddd7eef76b",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db4027d6adb5ab:0x2d9f99724464a4b4?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,4125 Cleveland Ave FL USA,33901,Open ⋅ Closes 9PM,Sin Dato,9PM,FORT MYERS,LEE,26.6019275,-81.8699997
3820,Papa Murphy's Take 'N' Bake Pizza,"Papa Murphy's Take 'N' Bake Pizza, 2200 Winter Springs Blvd #111, Oviedo, FL 32765",0x88e76bdf3136dda7:0x3a478af9dfb34e27,"Chain outlet offering build-your-own takeaway pizzas, to be cooked at home.","Pizza restaurant,Pizza Takeout",4,78,$,1.0,1.0,"0x88e76ebf5804bbe9:0x4805df385e16e6f,0x88e76c4f824ed61d:0xd5cc45c947e416ce,0x88e76eeacfeee365:0x6db7eaed342a6ba0,0x88e76bd4d6c5261f:0xda81e5da32729a8e",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e76bdf3136dda7:0x3a478af9dfb34e27?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,2200 Winter Springs Blvd #111 FL USA,32765,Permanently closed,Permanently closed,Permanently closed,OVIEDO,SEMINOLE,28.668131,-81.227169
3821,Pho So 1,"Pho So 1, 3402 Technological Ave #124, Orlando, FL 32817",0x88e7697ab46a0b5b:0xbee099a0ded35a9c,Sin Dato,Vietnamese restaurant,4,64,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7697ab46a0b5b:0xbee099a0ded35a9c?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,3402 Technological Ave #124 FL USA,32817,Open ⋅ Closes 9PM,Sin Dato,9PM,ORLANDO,ORANGE,28.597745818181817,-81.22039002020202
3822,Subway,"Subway, 4223 Florida Ave S, Lakeland, FL 33813",0x88dd394b89e66979:0xab3cf53b5aabc832,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",3,58,$,1.0,1.0,"0x88dd394a5aff5645:0x25399441b46b7e91,0x88dd394a6a8f2fa1:0x4fb338493da67b28,0x88dd391ed5f9a78f:0xa58279487783c918,0x88dd393474b6db77:0x4b17a78e0af0a91a,0x88dd3953ad55db25:0xd398a48a1b392317",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd394b89e66979:0xab3cf53b5aabc832?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,4223 Florida Ave S FL USA,33813,Open ⋅ Closes 9PM,Sin Dato,9PM,LAKELAND,POLK,27.7460137,-82.635589
3823,Thorntons,"Thorntons, 32490 US Hwy 19 N, Palm Harbor, FL 34684",0x88c2f283e6c1e3a3:0x11c72f320ad74620,"Convenience-store chain with grab-&-go food, packaged snacks & drinks, plus gasoline.","Convenience store,ATM,Breakfast restaurant,Coffee shop,Donut shop,Gas station,Liquor store,Lottery retailer,Sandwich shop,Soft drinks shop",3,27,Sin Dato,1.0,1.0,"0x88c2f279d0d23cb1:0x143486c82728db84,0x88c28d5bd042a1cd:0xf33d00ea70355d68,0x88c2f3b2607326f9:0xbb3b340a27040cd3,0x88c2f29c13a4230f:0x8c91cdc493fcab58,0x88c2f27a7879d977:0x595e7fa0a29626fd",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2f283e6c1e3a3:0x11c72f320ad74620?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,32490 US Hwy 19 N FL USA,34684,Open 24 hours,Open 24 hours,Open 24 hours,PALM HARBOR,PINELLAS,28.0072245,-82.7299518
3824,Subway,"Subway, 3450 Bayside Lakes Blvd SE Suite #106, Palm Bay, FL 32909",0x88de72ec67d3dbbf:0x772861a77f2bd206,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",4,45,$,1.0,1.0,"0x88de72ec5700d5af:0xc1da5549a6ed038a,0x88de72edc769a339:0x7c286ae4a47e19fc,0x88de72ec67d3dbbf:0x26d3e9b856012d50,0x88de72ec67d3dbbf:0x8d5a2e845fe8df66,0x88de72ec4c135b43:0x6700f0b0e97c3bc",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de72ec67d3dbbf:0x772861a77f2bd206?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,3450 Bayside Lakes Blvd SE Suite #106 FL USA,32909,Open ⋅ Closes 10PM,Sin Dato,10PM,PALM BAY,BREVARD,27.953125,-80.6875
3825,Joe's Pizza and Subs,"Joe's Pizza and Subs, 9251 S Orange Blossom Trl, Orlando, FL 32837",0x88e77dbf0ef8d9b9:0x27eb20eab3fab785,"Simple, counter-serve pizzeria for New York-style thin-crust pies, calzones & other Italian staples.","Pizza restaurant,Delivery Restaurant,Takeout Restaurant,Pizza delivery",1,48,Sin Dato,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77dbf0ef8d9b9:0x27eb20eab3fab785?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,9251 S Orange Blossom Trl FL USA,32837,Permanently closed,Permanently closed,Permanently closed,ORLANDO,ORANGE,28.4279256,-81.4040032
3826,Forever Young,"Forever Young, 4108 N 22nd St, Tampa, FL 33610",0x88c2c529ccdd7097:0x8145ac5c7a9eabd4,Sin Dato,Seafood restaurant,3,2,Sin Dato,1.0,1.0,"0x88c2c5cc8a44d513:0x18dc1202f1231808,0x88c2c6726e99002d:0x1ff12cf8fb56c5f9,0x88c2c69652fe0805:0x20312cd82d379ad1,0x88c2c68892ed415f:0x61c0871e2dbd045a",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c529ccdd7097:0x8145ac5c7a9eabd4?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,4108 N 22nd St FL USA,33610,Sin Dato,Sin Dato,Sin Dato,TAMPA,HILLSBOROUGH,27.983038,-82.4375
3827,Miami Subs Grill,"Miami Subs Grill, 1600 W 49th St, Hialeah, FL 33012",0x88d9bafb924c76f3:0x1fd047b420cbe1f3,"Regional counter-serve sandwich chain specializing in cheesesteaks, gyros & double-stacked burgers.","Restaurant,Fast food restaurant",1,3,Sin Dato,1.0,1.0,"0x88d9ba2ed7a9706d:0x2132213299f39d15,0x88d9ae7623ee355d:0x93d73a30ff0f007c,0x88d9b81337d7cd63:0x3fe0efb7869ca73e,0x88d9becb6f4e11a1:0x9ed36105f63c0067,0x88d9b1957e36646d:0x8db0ab45d0ba7d80",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bafb924c76f3:0x1fd047b420cbe1f3?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,1600 W 49th St FL USA,33012,Sin Dato,Sin Dato,Sin Dato,HIALEAH,MIAMI-DADE,25.866508,-80.315012
3828,Subway Restaurants,"Subway Restaurants, 2224 S Chickasaw Trail, Orlando, FL 32825",0x88e7643e7d39693b:0x4234e9205ac7f60e,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","Hoagie restaurant,Caterer,Fast food restaurant,Sandwich shop",3,17,$,1.0,1.0,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7643e7d39693b:0x4234e9205ac7f60e?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,2224 S Chickasaw Trail FL USA,32825,Permanently closed,Permanently closed,Permanently closed,ORLANDO,ORANGE,28.4737639,-81.2676768
3829,Subway,"Subway, 1809-1 Town Center Blvd, Fleming Island, FL 32003",0x88e5c54101d40659:0xe9abcf4a1c91e35c,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","Sandwich shop,Caterer,Fast food restaurant,Takeout Restaurant,Restaurant",4,118,$,1.0,1.0,"0x88e5c54056e39277:0x142c4db4bc3f8580,0x88e5c54744987951:0xdb4670fe7b7aac44,0x88e5c569dae82999:0xaea56889d79b46e2,0x88e5c53f7736f2bb:0xc5abbb92deded5c8,0x88e5c5407742c06b:0x831c257fd4874ea9",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5c54101d40659:0xe9abcf4a1c91e35c?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,1809-1 Town Center Blvd FL USA,32003,Open ⋅ Closes 10PM,Sin Dato,10PM,FLEMING ISLAND,CLAY,26.1025887,-80.3839671
3830,Angelo's Pizza House,"Angelo's Pizza House, 504 Seabreeze Blvd, Daytona Beach, FL 32118",0x88e6da47051ae2b7:0x59eeab057c07ed44,Sin Dato,Pizza restaurant,2,96,$$,1.0,1.0,"0x88e6da4100c604b7:0x860582ad0ec379fa,0x88e6da412467eff1:0xee10a579eb8884ad,0x88e6da43e18cb1d5:0xa5791594d7c06d38,0x88e6da43e5e1ee6d:0x6dd17e8ea53125c8,0x88e6da40749922e5:0x3043d1925714fb9a",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6da47051ae2b7:0x59eeab057c07ed44?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,504 Seabreeze Blvd FL USA,32118,Opens soon ⋅ 11AM,11AM,Sin Dato,DAYTONA BEACH,VOLUSIA,29.2346887,-81.0142063
3831,Pomodoro,"Pomodoro, 2908 E Commercial Blvd, Fort Lauderdale, FL 33308",0x88d9020e73a919cd:0x73146a1aa695797c,Sin Dato,Italian restaurant,4,53,$$,1.0,1.0,"0x88d9020a2a8572b3:0xbdeac39a3b713df2,0x88d9020a2d3e25eb:0x5020d78523bff26,0x88d9020c2c0b5e55:0x843b5cb75a28c4ed,0x88d9020c2394f687:0xe5508dc7b9de49a8,0x88d9020de21eaa6d:0xceadf10de32571bf",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9020e73a919cd:0x73146a1aa695797c?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,2908 E Commercial Blvd FL USA,33308,Closed ⋅ Opens 5PM Tue,5PM Tue,Sin Dato,FORT LAUDERDALE,BROWARD,26.18963010336318,-80.10771416932968
3832,Pizza Grill,"Pizza Grill, 201 S Tamarind Ave, West Palm Beach, FL 33401",0x88d8d665ce7cc263:0x24a0806df7734ed6,Sin Dato,"Pizza restaurant,Italian restaurant",4,8,$,1.0,1.0,"0x88d8d6366ae595fb:0x6bf9cd58c411a2f9,0x88d8d6624ad59657:0x78217a49631c3d0b,0x88d8d689c7629cd9:0xcfa03463631b2665,0x88d8d660dcbfd78f:0x88709d3869dcd3bd",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d665ce7cc263:0x24a0806df7734ed6?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,201 S Tamarind Ave FL USA,33401,Open ⋅ Closes 4PM,Sin Dato,4PM,WEST PALM BEACH,PALM BEACH,26.712432,-80.06229033102883
3833,Hook Fish and Chicken,"Hook Fish and Chicken, 319 Blanding Blvd #4322, Orange Park, FL 32073",0x88e5c425e4e9c263:0x4219685641470398,Sin Dato,Seafood restaurant,4,108,Sin Dato,1.0,1.0,"0x88e5b4b88e05b87f:0xc4437d64bfed10af,0x88e5c68f4c484051:0x4746316d0e3d5e76,0x88e5c425d9a35279:0xf1d1fa3a74cd9559,0x88e5c44107be0f13:0xa6fe4151891c8ba8",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5c425e4e9c263:0x4219685641470398?authuser=-1&hl=en&gl=us,1,0,0,0,Inactivo,319 Blanding Blvd #4322 FL USA,32073,Permanently closed,Permanently closed,Permanently closed,ORANGE PARK,CLAY,30.169909146473483,-81.74744340460768
3834,Domino's Pizza,"Domino's Pizza, 17804 N Dale Mabry Hwy, Lutz, FL 33548",0x88c2bf10af9031d1:0xab1057aa3a1f8ba9,Delivery/carryout chain offering a wide range of pizzas & a variety of other dishes & sides.,"Pizza delivery,Delivery Restaurant,Takeout Restaurant,Pizza restaurant,Pizza Takeout",4,154,$,1.0,1.0,"0x88c2b9527e8a102b:0x9fbbe4fdc3093348,0x88c2c09e1c6aba23:0x4be67539b6bb3690,0x88c2c091f038e775:0xe2ca73836cae08fc,0x88c2b8c5bcfa1ddd:0xacca7fd150daad37,0x88c2c091f0c886ef:0xe8655b7d1d8dbbd3",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2bf10af9031d1:0xab1057aa3a1f8ba9?authuser=-1&hl=en&gl=us,1,0,0,0,Activo,17804 N Dale Mabry Hwy FL USA,33548,Open ⋅ Closes 12AM,Sin Dato,12AM,LUTZ,HILLSBOROUGH,28.127980772804168,-82.50256582018272
