name,address,latitude,longitude,category,avg_rating,num_of_reviews,url,restaurant,bakery,dessert,pastry,closed,zip,st
Subway,"Subway, 10070 Griffin Rd, Cooper City, FL 33328",26.0625,-80.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,4,33,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a7de8ee7d6eb:0x319731f5e7caa546?authuser=-1&hl=en&gl=us,1,0,0,0,0,33328,FL
BrickTop's,"BrickTop's, 2418 Ponce de Leon, Coral Gables, FL 33134",25.75,-80.25,American restaurant,4,244,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b79743a5ad17:0x6d908ebf01bc2875?authuser=-1&hl=en&gl=us,1,0,0,0,1,33134,FL
Maverick Grille,"Maverick Grille, 4480 Fowler St #110, Fort Myers, FL 33901",26.59375,-81.875,American restaurantBurrito restaurantCatering food and drink supplierChicken restaurantDessert restaurantGyro restaurantNew American restaurantSalad shopSoup restaurantSteak house,4,128,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db6bf8ee6177df:0x64caacda8ad9ccd7?authuser=-1&hl=en&gl=us,1,0,0,0,0,33901,FL
Bolly Twist,"Bolly Twist, 5563 SE Federal Hwy, Stuart, FL 34997",27.140625,-80.1875,Indian restaurantHalal restaurantModern Indian restaurantSeafood restaurant,4,45,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dedd2eac1d39ef:0x264b94f85d3e974c?authuser=-1&hl=en&gl=us,1,0,0,0,0,34997,FL
Subway,"Subway, 1951 S McCall Rd Unit 580 Suite F, Englewood, FL 34223",26.9375,-82.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,3,55,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c4a9b687ed84a3:0x9109105bfe13181f?authuser=-1&hl=en&gl=us,1,0,0,0,0,34223,FL
Subway,"Subway, 4193 S Tamiami Trail, Venice, FL 34293",27.046875,-82.375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,2,68,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c359e5502634a1:0x9bffed81910cf382?authuser=-1&hl=en&gl=us,1,0,0,0,0,34293,FL
Subway,"Subway, 11780 SW 104th St Unit B105, Miami, FL 33186",25.671875,-80.375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,4,48,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9c121706af551:0xa5feda8e529ad02?authuser=-1&hl=en&gl=us,1,0,0,0,0,33186,FL
China Fun,"China Fun, 27423 S Dixie Hwy, Naranja, FL 33032",25.515625,-80.4375,Chinese restaurant,4,178,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9dd153478e717:0x6a15f1071c75b698?authuser=-1&hl=en&gl=us,1,0,0,0,0,33032,FL
McDonald's,"McDonald's, 4860 E Irlo Bronson Memorial Hwy, St Cloud, FL 34769",28.25,-81.25,Fast food restaurantBreakfast restaurantCoffee shopHamburger restaurantIce cream shopRestaurantSandwich shop,3,128,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd8d741fdd35f1:0xfc843d7c7f93b53b?authuser=-1&hl=en&gl=us,1,0,0,0,0,34769,FL
Costco Food Court,"Costco Food Court, 4696 Gardens Park Blvd, Orlando, FL 32839",28.5,-81.4375,Takeout Restaurant,4,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77bff85600f63:0x618415c62f6b635c?authuser=-1&hl=en&gl=us,1,0,0,0,0,32839,FL
Papa Murphy's Take 'N' Bake Pizza,"Papa Murphy's Take 'N' Bake Pizza, 4771 Bayou Blvd #14, Pensacola, FL 32503",30.46875,-87.1875,Pizza restaurantPizza Takeout,4,58,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890c06c34c0b4c3:0x335eb6818f97896f?authuser=-1&hl=en&gl=us,1,0,0,0,1,32503,FL
Night Owl Cookies,"Night Owl Cookies, 13505 Biscayne Blvd, North Miami Beach, FL 33181",25.90625,-80.1875,Restaurant,4,17,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9ad3724eddba1:0xc610cf6dabb9cc13?authuser=-1&hl=en&gl=us,1,0,0,0,0,33181,FL
Nothing Bundt Cakes,"Nothing Bundt Cakes, 2458 4th St N, St. Petersburg, FL 33704",27.796875,-82.625,BakeryCake shop,4,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e1d5fc4f2487:0x9410321ad4d8e256?authuser=-1&hl=en&gl=us,0,1,0,0,0,33704,FL
Tasty Wings,"Tasty Wings, 54th Ave S, St. Petersburg, FL 33712",27.71875,-82.6875,Chicken wings restaurant,4,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c31d9c8edeb3e9:0xd3022d474883d1f5?authuser=-1&hl=en&gl=us,1,0,0,0,0,33712,FL
La Michoacana,"La Michoacana, 107 US Hwy 17 92 N, Haines City, FL 33844",28.109375,-81.625,Ice cream shopMexican restaurantSnack bar,4,108,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd77c0bb8c244f:0x60e70058d36ab425?authuser=-1&hl=en&gl=us,1,0,0,0,0,33844,FL
Ruby Tuesday,"Ruby Tuesday, 801 NE 8th St, Homestead, FL 33030",25.484375,-80.4375,American restaurantBarEuropean restaurantRestaurant,4,12,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9e76f408ec8fb:0xefdd8260f7b3cb02?authuser=-1&hl=en&gl=us,1,0,0,0,1,33030,FL
Little Caesars Pizza,"Little Caesars Pizza, 942 S Main St, Belle Glade, FL 33430",26.671875,-80.6875,Pizza restaurantAmerican restaurantChicken wings restaurantFast food restaurantPizza deliveryPizza Takeout,4,86,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d95a83c5dd7fd7:0x9f37674de9226971?authuser=-1&hl=en&gl=us,1,0,0,0,0,33430,FL
Subway,"Subway, 11225 Tamiami Trail N, Naples, FL 34105",26.28125,-81.8125,Sandwich shopFast food restaurantTakeout RestaurantRestaurant,3,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db6ba6777e0c63:0x74064a02d627766b?authuser=-1&hl=en&gl=us,1,0,0,0,0,34105,FL
China Dragon,"China Dragon, 2440 S Woodland Blvd, DeLand, FL 32720",28.984375,-81.3125,Chinese restaurant,4,158,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e71af9dc037375:0x85b51379df03695a?authuser=-1&hl=en&gl=us,1,0,0,0,0,32720,FL
Marco's Pizza,"Marco's Pizza, 4279 US-27 Suite H, Clermont, FL 34711",28.5,-81.75,Pizza restaurantTakeout RestaurantPizza deliveryPizza Takeout,4,158,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e788c5f6c87649:0xe744b962b7ce67e8?authuser=-1&hl=en&gl=us,1,0,0,0,0,34711,FL
Subway,"Subway, 4900-A, Millenia Blvd, Orlando, FL 32839",28.484375,-81.4375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,4,88,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77ebb789a924d:0x7a9adda1089b1351?authuser=-1&hl=en&gl=us,1,0,0,0,0,32839,FL
Hana Japan,"Hana Japan, 600 Pier Park Dr, Panama City Beach, FL 32413",30.21875,-85.875,Japanese restaurant,3,117,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88938c4689cef95f:0x2a9347f8537a1d55?authuser=-1&hl=en&gl=us,1,0,0,0,0,32413,FL
Hardee's,"Hardee's, 2225 SW 19th Avenue Rd, Ocala, FL 34471",29.171875,-82.1875,Fast food restaurantHamburger restaurantRestaurant,3,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7d4dd9b798759:0xa82bb54d988e852c?authuser=-1&hl=en&gl=us,1,0,0,0,1,34471,FL
Randeez Nutz Express,"Randeez Nutz Express, 14985 Old St Augustine Rd, Jacksonville, FL 32258",30.140625,-81.5,RestaurantChicken wings restaurantDessert shopFried chicken takeawaySalad shopSeafood restaurantSoul food restaurantSouthern restaurant (US)Taco restaurantVegetarian restaurant,4,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5cd5c2bd9cb6b:0xdd571e51af26afcc?authuser=-1&hl=en&gl=us,1,0,0,0,0,32258,FL
Subway,"Subway, 10135 US Hwy 441 Suite 4, Leesburg, FL 34788",28.828125,-81.8125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,4,275,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7be72146ad1cb:0x2da799273c81e596?authuser=-1&hl=en&gl=us,1,0,0,0,0,34788,FL
Nothing Bundt Cakes,"Nothing Bundt Cakes, 9345 Ben C Pratt, 6 Mile Cypress Pkwy Suite 100, Fort Myers, FL 33966",26.609375,-81.8125,BakeryCake shop,4,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db6b231a620d33:0x744e155f4b0ff067?authuser=-1&hl=en&gl=us,0,1,0,0,0,33966,FL
Subway,"Subway, 11402 NW 41st St Bay 103, Miami, FL 33178",25.8125,-80.375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,4,58,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bea15500770b:0xf2e21ab061dea46e?authuser=-1&hl=en&gl=us,1,0,0,0,0,33178,FL
Papa John's Pizza,"Papa John's Pizza, 6701 Bird Rd, Miami, FL 33155",25.734375,-80.3125,Pizza restaurant,3,148,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b86c40347589:0xd1832792bf8d45bf?authuser=-1&hl=en&gl=us,1,0,0,0,0,33155,FL
SoFresh,"SoFresh, 14398 N Dale Mabry Hwy Suite #104, Greater Carrollwood, FL 33618",28.078125,-82.5,Health food restaurant,4,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c13720af84bb:0x2a601e6597c726b3?authuser=-1&hl=en&gl=us,1,0,0,0,0,33618,FL
Starbucks,"Starbucks, 225 Westshore Plaza, Tampa, FL 33609",27.953125,-82.5,Coffee shopBreakfast restaurantCafeCoffee storeEspresso barInternet cafe,3,106,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c2fade58031f:0x51929a029a5998de?authuser=-1&hl=en&gl=us,1,0,0,0,1,33609,FL
7-Eleven - Closed,"7-Eleven - Closed, 4227 FL-64 East, Bradenton, FL 34208",27.5,-82.5,Convenience storeBakeryBeer storeCandy storeCoffee shopFood products supplierGas stationSnack barTobacco shopWine store,4,6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c33cfac0304d97:0x4cfdae27464e4bdb?authuser=-1&hl=en&gl=us,0,1,0,0,1,34208,FL
Subway,"Subway, 2671 S Woodland Blvd, DeLand, FL 32720",28.984375,-81.3125,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,3,116,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e71af6f289582d:0x91189b59ea4538aa?authuser=-1&hl=en&gl=us,1,0,0,0,0,32720,FL
Taco Bell,"Taco Bell, 230 W Mitchell Hammock Rd, Oviedo, FL 32765",28.65625,-81.1875,Mexican restaurantBreakfast restaurantBurrito restaurantFast food restaurantTakeout RestaurantSouthwestern restaurant (US)Taco restaurant,3,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e769775d294ff3:0xe948b0f74942234b?authuser=-1&hl=en&gl=us,1,0,0,0,1,32765,FL
The Red Boat Asian Fusion,"The Red Boat Asian Fusion, 8221 Glades Rd #6, Boca Raton, FL 33434",26.375,-80.1875,Restaurant,4,47,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d91fbfccba5beb:0x10304233a4cf54ec?authuser=-1&hl=en&gl=us,1,0,0,0,1,33434,FL
Jimmy John's,"Jimmy John's, 12821 N Dale Mabry Hwy, Tampa, FL 33618",28.0625,-82.5,Sandwich shopCatererFast food restaurantDelivery RestaurantTakeout Restaurant,3,108,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c0eeec6f608f:0x2ea478e2c9c8e5d?authuser=-1&hl=en&gl=us,1,0,0,0,0,33618,FL
Sunrise Cafe,"Sunrise Cafe, 2725 S Beneva Rd, Sarasota, FL 34232",27.3125,-82.5,CafeCoffee shopRestaurant,4,58,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c340e765d22243:0x42c10a4c2038ab10?authuser=-1&hl=en&gl=us,1,0,0,0,1,34232,FL
Wild Willie's,"Wild Willie's, 4556 Capital Cir NW, Tallahassee, FL 32303",30.515625,-84.375,Restaurant,4,108,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ecf145d003be33:0xdd6133ad346e0390?authuser=-1&hl=en&gl=us,1,0,0,0,0,32303,FL
Subway,"Subway, 3120 S Kirkman Rd Suite 10K, Orlando, FL 32811",28.515625,-81.4375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,3,128,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7793a94847cb7:0x57e1ace75df70cf3?authuser=-1&hl=en&gl=us,1,0,0,0,0,32811,FL
Hong Kong Restaurant,"Hong Kong Restaurant, 5810 N Monroe St # 208, Tallahassee, FL 32303",30.53125,-84.375,Chinese restaurant,3,33,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ecf13015ba025d:0xaf455f9fdaccd331?authuser=-1&hl=en&gl=us,1,0,0,0,1,32303,FL
China King,"China King, 2870 David Walker Dr, Eustis, FL 32726",28.828125,-81.6875,Asian restaurantChinese restaurantRestaurant,3,178,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7bd307f538337:0x6e753b44368f93c5?authuser=-1&hl=en&gl=us,1,0,0,0,0,32726,FL
Artist Point,"Artist Point, Magic Kingdom Resort Area Disney's Wilderness Lodge, Orlando, FL 32836",28.40625,-81.5625,American restaurantRestaurant,4,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd7fa081215349:0x2fde3a111680f2b8?authuser=-1&hl=en&gl=us,1,0,0,0,0,32836,FL
Bonsai,"Bonsai, 12 Via De Luna Dr, Pensacola Beach, FL 32561",30.328125,-87.125,Sushi restaurant,4,16,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890c5f9759bd19f:0xb1f784c820aa475f?authuser=-1&hl=en&gl=us,1,0,0,0,0,32561,FL
Cock of the Walk,"Cock of the Walk, 9310 Baldridge Rd, Pensacola, FL 32514",30.53125,-87.25,Restaurant,3,17,https://www.google.com/maps/place//data=!4m2!3m1!1s0x889095323a299153:0xa8737bf90e7a29b7?authuser=-1&hl=en&gl=us,1,0,0,0,1,32514,FL
Subway,"Subway, 120 Independence Ln Suite A, Maitland, FL 32751",28.625,-81.375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,3,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7704a4fd8381f:0xfc90e24302b6676e?authuser=-1&hl=en&gl=us,1,0,0,0,0,32751,FL
Boardroom,"Boardroom, 37 N Brevard Ave, Cocoa Beach, FL 32931",28.3125,-80.625,CharcuterieRestaurantWine bar,5,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de1df28f262027:0x55adb291359c5ed1?authuser=-1&hl=en&gl=us,1,0,0,0,1,32931,FL
Frutta Bowls,"Frutta Bowls, 501 Orlando Ave #225, Winter Park, FL 32789",28.609375,-81.375,Health food restaurant,4,48,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7710ebd279cc9:0x967135b452c1cd64?authuser=-1&hl=en&gl=us,1,0,0,0,1,32789,FL
The Cupcake Spot,"The Cupcake Spot, 5857 54th Ave N, Kenneth City, FL 33709",27.828125,-82.6875,BakeryWedding bakery,3,68,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e3d3e247c9d1:0x8fc783fec196c1b8?authuser=-1&hl=en&gl=us,0,1,0,0,0,33709,FL
Flippers Pizzeria,"Flippers Pizzeria, 13149 Dale Mabry Hwy, Tampa, FL 33618",28.0625,-82.5,Pizza restaurantRestaurant,4,56,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c0ebf99e45ed:0x7fca37917b864545?authuser=-1&hl=en&gl=us,1,0,0,0,1,33618,FL
Mimi's Cafe,"Mimi's Cafe, 11702 N Dale Mabry Hwy, Tampa, FL 33618",28.0625,-82.5,RestaurantBakeryBreakfast restaurantBrunch restaurantCafeFrench restaurantHamburger restaurantTakeout RestaurantSandwich shopSoup restaurant,3,13,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c0e441aefe67:0x670b465f95f6105e?authuser=-1&hl=en&gl=us,1,1,0,0,1,33618,FL
The Cove,"The Cove, 17260 Harbour Pointe Dr, Fort Myers, FL 33908",26.484375,-82.0,American restaurantRestaurant,4,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db398f1d2a9e11:0xb2fbee6a8278cb81?authuser=-1&hl=en&gl=us,1,0,0,0,0,33908,FL
CLOSED Hungry Howie's,"CLOSED Hungry Howie's, 6986 S Beneva Rd, Sarasota, FL 34231",27.25,-82.5,Pizza restaurantCatererItalian restaurantPizza deliveryPizza TakeoutRestaurantSalad shopSandwich shop,3,58,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c3416072a2e443:0x221e7c31bc1df43d?authuser=-1&hl=en&gl=us,1,0,0,0,1,34231,FL
Subway,"Subway, 5500 N Star Ave, Panama City, FL 32404",30.25,-85.5625,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,4,94,https://www.google.com/maps/place//data=!4m2!3m1!1s0x889378e010cc2ee9:0x4e490b73df1c3735?authuser=-1&hl=en&gl=us,1,0,0,0,0,32404,FL
China wok,"China wok, 3518 Broadway Ave, Riviera Beach, FL 33404",26.796875,-80.0625,Chinese restaurantDelivery Restaurant,3,157,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d51d9d70e48d:0x5a1bc0905c90dfa5?authuser=-1&hl=en&gl=us,1,0,0,0,0,33404,FL
Carvel,"Carvel, 11955 Southern Blvd, Royal Palm Beach, FL 33411",26.6875,-80.25,Ice cream shopBakeryCake shopDessert restaurantDessert shop,3,74,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d92fbabeb5b241:0x59f5a5a83af82c51?authuser=-1&hl=en&gl=us,1,1,0,0,0,33411,FL
Lotus Express,"Lotus Express, 10300 Forest Hill Blvd, Wellington, FL 33414",26.640625,-80.1875,Chinese restaurant,3,14,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d925f55def899f:0xae4490bdd453a29d?authuser=-1&hl=en&gl=us,1,0,0,0,0,33414,FL
La Brisa,"La Brisa, 51 Gulf Breeze Pkwy, Gulf Breeze, FL 32561",30.375,-87.1875,Seafood restaurantDelivery serviceTakeout RestaurantRestaurant,4,104,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890c6fb415d4c4d:0xeea6db8ccbb4d5c9?authuser=-1&hl=en&gl=us,1,0,0,0,1,32561,FL
Don Pablo's,"Don Pablo's, 100 Towne Center Blvd, Sanford, FL 32771",28.8125,-81.3125,Mexican restaurant,3,55,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e712812eb0308f:0x847743e112b0efbb?authuser=-1&hl=en&gl=us,1,0,0,0,1,32771,FL
Dominic's Pizza,"Dominic's Pizza, 2772 Elkcam Blvd Suite B, Deltona, FL 32738",28.921875,-81.1875,Pizza restaurant,4,58,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e71761f6e134cb:0x890d3cc7f33b6944?authuser=-1&hl=en&gl=us,1,0,0,0,0,32738,FL
Wok N Roll,"Wok N Roll, 6551 Orange Blossom Trail, Mt Dora, FL 32757",28.78125,-81.625,Restaurant,4,135,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e798a1f4906983:0x973a70e7eff902f?authuser=-1&hl=en&gl=us,1,0,0,0,0,32757,FL
Kona Poké,"Kona Poké, 1240 N Hwy A1A, Indialantic, FL 32903",28.109375,-80.5625,RestaurantGluten-free restaurantHealth food restaurantSushi restaurantVegan restaurantVegetarian restaurant,4,86,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de119e45433001:0x4ef4fa9c8668f3b7?authuser=-1&hl=en&gl=us,1,0,0,0,0,32903,FL
Papa John's Pizza,"Papa John's Pizza, 3623 NW Federal Hwy, Jensen Beach, FL 34957",27.25,-80.25,Pizza restaurant,3,78,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dee7d60563b5e1:0x157d708b2cc73296?authuser=-1&hl=en&gl=us,1,0,0,0,0,34957,FL
Subway,"Subway, 23106 US Hwy 19 N, Clearwater, FL 33765",27.984375,-82.75,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,3,36,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2ee26e10ed0db:0x8089fa4aed871894?authuser=-1&hl=en&gl=us,1,0,0,0,0,33765,FL
Subway,"Subway, 9981 S Healthpark Dr, Fort Myers, FL 33908",26.5,-81.9375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,2,16,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db3ef15291be3f:0xa951f4a57b5419da?authuser=-1&hl=en&gl=us,1,0,0,0,0,33908,FL
Beefstro's Gourmet Beefs,"Beefstro's Gourmet Beefs, 6434 Naples Blvd #404, Naples, FL 34109",26.21875,-81.75,Hot dog restaurantRestaurant,4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db1dd079856cdf:0xfe85cfdfca7938e?authuser=-1&hl=en&gl=us,1,0,0,0,1,34109,FL
Pizza Hut,"Pizza Hut, 6625 S Dixie Hwy, Miami, FL 33143",25.6875,-80.3125,Pizza deliveryChicken wings restaurantTakeout RestaurantPizza restaurant,3,146,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9c795652e71f3:0xf759b2bd62e4d08?authuser=-1&hl=en&gl=us,1,0,0,0,0,33143,FL
Planet Smoothie,"Planet Smoothie, 1210 S International Pkwy, Lake Mary, FL 32746",28.75,-81.375,Juice shopHealth food restaurant,4,68,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e772c5abe56add:0x9fa6e1354ad4fcc?authuser=-1&hl=en&gl=us,1,0,0,0,0,32746,FL
Marco's Pizza,"Marco's Pizza, 17315 US-441, Eustis, FL 32726",28.828125,-81.6875,Pizza restaurantTakeout RestaurantPizza deliveryPizza Takeout,4,116,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7a3feee610311:0x542c93c8e0b2a65f?authuser=-1&hl=en&gl=us,1,0,0,0,0,32726,FL
Hungry Howie's Pizza,"Hungry Howie's Pizza, 1110 Del Prado Blvd S unit e, Cape Coral, FL 33990",26.625,-81.9375,Pizza restaurant,4,75,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db413a4035865f:0xc2c077019165fe94?authuser=-1&hl=en&gl=us,1,0,0,0,1,33990,FL
China Wok,"China Wok, 7234 W McNab Rd, North Lauderdale, FL 33068",26.203125,-80.25,Restaurant,3,88,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d905ecd615631b:0x7972044a3be65451?authuser=-1&hl=en&gl=us,1,0,0,0,0,33068,FL
Wawa,"Wawa, 3312 W Silver Springs Blvd, Ocala, FL 34474",29.1875,-82.1875,Convenience storeBreakfast restaurantCafeCandy storeCheesesteak restaurantCoffee shopFast food restaurantHoagie restaurantSandwich shop,3,38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7d57dca5179eb:0xbf1ddf89b68f4177?authuser=-1&hl=en&gl=us,1,0,0,0,0,34474,FL
Kaya Island Eats,"Kaya Island Eats, 628 Duval St, Key West, FL 33040",24.546875,-81.8125,Restaurant,4,58,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d1ab7a26a98eeb:0x8b76c76468f2e919?authuser=-1&hl=en&gl=us,1,0,0,0,0,33040,FL
China Max,"China Max, 4125 Cleveland Ave, Fort Myers, FL 33901",26.609375,-81.875,Chinese restaurantFood court,3,62,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db4027d6adb5ab:0x2d9f99724464a4b4?authuser=-1&hl=en&gl=us,1,0,0,0,0,33901,FL
Papa Murphy's Take 'N' Bake Pizza,"Papa Murphy's Take 'N' Bake Pizza, 2200 Winter Springs Blvd #111, Oviedo, FL 32765",28.671875,-81.25,Pizza restaurantPizza Takeout,4,78,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e76bdf3136dda7:0x3a478af9dfb34e27?authuser=-1&hl=en&gl=us,1,0,0,0,1,32765,FL
Pho So 1,"Pho So 1, 3402 Technological Ave #124, Orlando, FL 32817",28.59375,-81.25,Vietnamese restaurant,4,64,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7697ab46a0b5b:0xbee099a0ded35a9c?authuser=-1&hl=en&gl=us,1,0,0,0,0,32817,FL
Subway,"Subway, 4223 Florida Ave S, Lakeland, FL 33813",27.984375,-81.9375,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,3,58,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd394b89e66979:0xab3cf53b5aabc832?authuser=-1&hl=en&gl=us,1,0,0,0,0,33813,FL
Thorntons,"Thorntons, 32490 US Hwy 19 N, Palm Harbor, FL 34684",28.0625,-82.75,Convenience storeATMBreakfast restaurantCoffee shopDonut shopGas stationLiquor storeLottery retailerSandwich shopSoft drinks shop,3,27,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2f283e6c1e3a3:0x11c72f320ad74620?authuser=-1&hl=en&gl=us,1,0,0,0,0,34684,FL
Subway,"Subway, 3450 Bayside Lakes Blvd SE Suite #106, Palm Bay, FL 32909",27.953125,-80.6875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,4,45,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de72ec67d3dbbf:0x772861a77f2bd206?authuser=-1&hl=en&gl=us,1,0,0,0,0,32909,FL
Joe's Pizza and Subs,"Joe's Pizza and Subs, 9251 S Orange Blossom Trl, Orlando, FL 32837",28.421875,-81.375,Pizza restaurantDelivery RestaurantTakeout RestaurantPizza delivery,1,48,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77dbf0ef8d9b9:0x27eb20eab3fab785?authuser=-1&hl=en&gl=us,1,0,0,0,1,32837,FL
Forever Young,"Forever Young, 4108 N 22nd St, Tampa, FL 33610",27.984375,-82.4375,Seafood restaurant,3,2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c529ccdd7097:0x8145ac5c7a9eabd4?authuser=-1&hl=en&gl=us,1,0,0,0,1,33610,FL
Miami Subs Grill,"Miami Subs Grill, 1600 W 49th St, Hialeah, FL 33012",25.859375,-80.3125,RestaurantFast food restaurant,1,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bafb924c76f3:0x1fd047b420cbe1f3?authuser=-1&hl=en&gl=us,1,0,0,0,1,33012,FL
Subway Restaurants,"Subway Restaurants, 2224 S Chickasaw Trail, Orlando, FL 32825",28.515625,-81.25,Hoagie restaurantCatererFast food restaurantSandwich shop,3,17,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7643e7d39693b:0x4234e9205ac7f60e?authuser=-1&hl=en&gl=us,1,0,0,0,1,32825,FL
Subway,"Subway, 1809-1 Town Center Blvd, Fleming Island, FL 32003",30.09375,-81.6875,Sandwich shopCatererFast food restaurantTakeout RestaurantRestaurant,4,118,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5c54101d40659:0xe9abcf4a1c91e35c?authuser=-1&hl=en&gl=us,1,0,0,0,0,32003,FL
Angelo's Pizza House,"Angelo's Pizza House, 504 Seabreeze Blvd, Daytona Beach, FL 32118",29.234375,-81.0,Pizza restaurant,2,96,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6da47051ae2b7:0x59eeab057c07ed44?authuser=-1&hl=en&gl=us,1,0,0,0,0,32118,FL
